HORVU.MOREX.r3.1HG0077720.1	sp|F4JKQ7|NIPA5_ARATH	sp|F4JKQ7|NIPA5_ARATH Probable magnesium transporter NIPA5 OS=Arabidopsis thaliana OX=3702 GN=At4g09640 PE=2 SV=1	68.6	81.3	296	4.65e-141	408
HORVU.MOREX.r3.1HG0077720.1	sp|Q9LNK7|NIPA3_ARATH	sp|Q9LNK7|NIPA3_ARATH Probable magnesium transporter NIPA3 OS=Arabidopsis thaliana OX=3702 GN=At1g34470 PE=2 SV=1	68.6	81.3	296	5.05e-141	407
HORVU.MOREX.r3.1HG0077720.1	sp|Q94AH3|NIPA4_ARATH	sp|Q94AH3|NIPA4_ARATH Probable magnesium transporter NIPA4 OS=Arabidopsis thaliana OX=3702 GN=At1g71900 PE=2 SV=1	67.2	81.3	296	9.34e-138	398
HORVU.MOREX.r3.1HG0077720.1	sp|Q8GYS1|NIPA7_ARATH	sp|Q8GYS1|NIPA7_ARATH Probable magnesium transporter NIPA7 OS=Arabidopsis thaliana OX=3702 GN=At4g38730 PE=2 SV=1	66.3	83.2	303	1.71e-136	394
HORVU.MOREX.r3.1HG0077720.1	sp|Q9LIR9|NIPA1_ARATH	sp|Q9LIR9|NIPA1_ARATH Probable magnesium transporter NIPA1 OS=Arabidopsis thaliana OX=3702 GN=At3g23870 PE=2 SV=1	61.0	86.5	315	3.31e-136	394
HORVU.MOREX.r3.1HG0079230.1	sp|O13929|YF69_SCHPO	sp|O13929|YF69_SCHPO Uncharacterized protein C23C4.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC23C4.09c PE=3 SV=1	45.3	52.7	128	3.35e-20	86.3
HORVU.MOREX.r3.1HG0079230.1	sp|Q54YS0|Y8111_DICDI	sp|Q54YS0|Y8111_DICDI DNA-binding protein DDB_G0278111 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0278111 PE=3 SV=2	55.3	35.6	85	1.76e-19	84.0
HORVU.MOREX.r3.1HG0079230.1	sp|O14737|PDCD5_HUMAN	sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3	42.9	52.7	126	4.29e-19	83.2
HORVU.MOREX.r3.1HG0079230.1	sp|Q5RBT0|PDCD5_PONAB	sp|Q5RBT0|PDCD5_PONAB Programmed cell death protein 5 OS=Pongo abelii OX=9601 GN=PDCD5 PE=2 SV=3	42.9	52.7	126	4.29e-19	83.2
HORVU.MOREX.r3.1HG0079230.1	sp|P56812|PDCD5_MOUSE	sp|P56812|PDCD5_MOUSE Programmed cell death protein 5 OS=Mus musculus OX=10090 GN=Pdcd5 PE=1 SV=3	42.9	52.7	126	6.17e-19	82.8
HORVU.MOREX.r3.1HG0079250.1	sp|P05621|H2B2_WHEAT	sp|P05621|H2B2_WHEAT Histone H2B.2 OS=Triticum aestivum OX=4565 PE=1 SV=2	98.0	96.7	148	7.00e-90	261
HORVU.MOREX.r3.1HG0079250.1	sp|Q9LGI2|H2B10_ORYSJ	sp|Q9LGI2|H2B10_ORYSJ Histone H2B.10 OS=Oryza sativa subsp. japonica OX=39947 GN=H2B.10 PE=3 SV=1	82.2	99.3	157	3.49e-70	211
HORVU.MOREX.r3.1HG0079250.1	sp|A2WKP3|H2B3_ORYSI	sp|A2WKP3|H2B3_ORYSI Histone H2B.3 OS=Oryza sativa subsp. indica OX=39946 GN=H2B.3 PE=3 SV=1	82.3	99.3	158	2.02e-69	209
HORVU.MOREX.r3.1HG0079250.1	sp|A2YWI3|H2B2_ORYSI	sp|A2YWI3|H2B2_ORYSI Histone H2B.2 OS=Oryza sativa subsp. indica OX=39946 GN=H2B.2 PE=3 SV=1	84.0	100	156	1.50e-68	207
HORVU.MOREX.r3.1HG0079250.1	sp|Q6ZBP3|H2B2_ORYSJ	sp|Q6ZBP3|H2B2_ORYSJ Histone H2B.2 OS=Oryza sativa subsp. japonica OX=39947 GN=H2B.2 PE=3 SV=1	84.0	100	156	1.50e-68	207
HORVU.MOREX.r3.1HG0079280.1	sp|P05621|H2B2_WHEAT	sp|P05621|H2B2_WHEAT Histone H2B.2 OS=Triticum aestivum OX=4565 PE=1 SV=2	72.1	97.6	201	2.20e-79	236
HORVU.MOREX.r3.1HG0079280.1	sp|Q9LGI2|H2B10_ORYSJ	sp|Q9LGI2|H2B10_ORYSJ Histone H2B.10 OS=Oryza sativa subsp. japonica OX=39947 GN=H2B.10 PE=3 SV=1	61.4	99.5	210	9.81e-60	187
HORVU.MOREX.r3.1HG0079280.1	sp|A2WKP3|H2B3_ORYSI	sp|A2WKP3|H2B3_ORYSI Histone H2B.3 OS=Oryza sativa subsp. indica OX=39946 GN=H2B.3 PE=3 SV=1	61.6	99.5	211	5.63e-59	185
HORVU.MOREX.r3.1HG0079280.1	sp|A2YWI3|H2B2_ORYSI	sp|A2YWI3|H2B2_ORYSI Histone H2B.2 OS=Oryza sativa subsp. indica OX=39946 GN=H2B.2 PE=3 SV=1	62.7	100	209	4.16e-58	182
HORVU.MOREX.r3.1HG0079280.1	sp|Q6ZBP3|H2B2_ORYSJ	sp|Q6ZBP3|H2B2_ORYSJ Histone H2B.2 OS=Oryza sativa subsp. japonica OX=39947 GN=H2B.2 PE=3 SV=1	62.7	100	209	4.16e-58	182
HORVU.MOREX.r3.2HG0112820.1	sp|Q9SRX2|RL191_ARATH	sp|Q9SRX2|RL191_ARATH Large ribosomal subunit protein eL19x OS=Arabidopsis thaliana OX=3702 GN=RPL19A PE=2 SV=1	88.8	80.9	169	5.91e-97	283
HORVU.MOREX.r3.2HG0112820.1	sp|P49693|RL193_ARATH	sp|P49693|RL193_ARATH Large ribosomal subunit protein eL19y OS=Arabidopsis thaliana OX=3702 GN=RPL19C PE=2 SV=3	89.3	80.9	169	9.70e-97	283
HORVU.MOREX.r3.2HG0112820.1	sp|Q9LUQ6|RL192_ARATH	sp|Q9LUQ6|RL192_ARATH Large ribosomal subunit protein eL19z OS=Arabidopsis thaliana OX=3702 GN=RPL19B PE=2 SV=1	87.0	80.9	169	4.73e-95	278
HORVU.MOREX.r3.2HG0112820.1	sp|P36241|RL19_DROME	sp|P36241|RL19_DROME Large ribosomal subunit protein eL19 OS=Drosophila melanogaster OX=7227 GN=RpL19 PE=1 SV=2	70.9	78.9	165	3.18e-75	228
HORVU.MOREX.r3.2HG0112820.1	sp|Q3T0W9|RL19_BOVIN	sp|Q3T0W9|RL19_BOVIN Large ribosomal subunit protein eL19 OS=Bos taurus OX=9913 GN=RPL19 PE=1 SV=1	70.7	79.9	167	5.08e-75	227
HORVU.MOREX.r3.2HG0112910.1	sp|O04886|PME1_CITSI	sp|O04886|PME1_CITSI Pectinesterase 1 OS=Citrus sinensis OX=2711 GN=PECS-1.1 PE=2 SV=1	49.2	90.3	535	1.87e-157	466
HORVU.MOREX.r3.2HG0112910.1	sp|P83948|PME3_CITSI	sp|P83948|PME3_CITSI Pectinesterase 3 OS=Citrus sinensis OX=2711 PE=1 SV=1	48.6	90.3	535	2.65e-157	466
HORVU.MOREX.r3.2HG0112910.1	sp|O49006|PME3_ARATH	sp|O49006|PME3_ARATH Pectinesterase/pectinesterase inhibitor 3 OS=Arabidopsis thaliana OX=3702 GN=PME3 PE=1 SV=2	45.0	98.1	591	6.33e-152	452
HORVU.MOREX.r3.2HG0112910.1	sp|Q43143|PMEU1_SOLLC	sp|Q43143|PMEU1_SOLLC Pectinesterase/pectinesterase inhibitor U1 OS=Solanum lycopersicum OX=4081 GN=PMEU1 PE=2 SV=1	48.5	89.1	528	7.61e-151	449
HORVU.MOREX.r3.2HG0112910.1	sp|Q42534|PME2_ARATH	sp|Q42534|PME2_ARATH Pectinesterase 2 OS=Arabidopsis thaliana OX=3702 GN=PME2 PE=2 SV=2	48.7	88.1	524	1.22e-150	449
HORVU.MOREX.r3.2HG0112920.1	sp|Q8RWZ3|IBR3_ARATH	sp|Q8RWZ3|IBR3_ARATH Probable acyl-CoA dehydrogenase IBR3 OS=Arabidopsis thaliana OX=3702 GN=IBR3 PE=1 SV=1	68.8	99.8	832	0.0	1155
HORVU.MOREX.r3.2HG0112920.1	sp|Q8K370|ACD10_MOUSE	sp|Q8K370|ACD10_MOUSE Acyl-CoA dehydrogenase family member 10 OS=Mus musculus OX=10090 GN=Acad10 PE=1 SV=1	48.2	98.4	841	2.19e-250	730
HORVU.MOREX.r3.2HG0112920.1	sp|Q6JQN1|ACD10_HUMAN	sp|Q6JQN1|ACD10_HUMAN Acyl-CoA dehydrogenase family member 10 OS=Homo sapiens OX=9606 GN=ACAD10 PE=1 SV=1	49.1	94.7	809	5.12e-249	726
HORVU.MOREX.r3.2HG0112920.1	sp|Q5ZHT1|ACD11_CHICK	sp|Q5ZHT1|ACD11_CHICK Acyl-CoA dehydrogenase family member 11 OS=Gallus gallus OX=9031 GN=ACAD11 PE=2 SV=1	45.7	97.2	817	5.65e-223	650
HORVU.MOREX.r3.2HG0112920.1	sp|Q709F0|ACD11_HUMAN	sp|Q709F0|ACD11_HUMAN Acyl-CoA dehydrogenase family member 11 OS=Homo sapiens OX=9606 GN=ACAD11 PE=1 SV=3	44.8	97.4	826	5.23e-216	632
HORVU.MOREX.r3.2HG0191420.1	sp|Q84ZW8|ACSS_MAIZE	sp|Q84ZW8|ACSS_MAIZE Acyclic sesquiterpene synthase OS=Zea mays OX=4577 GN=TPS1 PE=1 SV=2	67.2	81.5	509	7.17e-231	654
HORVU.MOREX.r3.2HG0191420.1	sp|Q0JA81|KSL2_ORYSJ	sp|Q0JA81|KSL2_ORYSJ Ent-beyerene synthase KSL2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=KSL2 PE=1 SV=3	65.5	82.0	510	1.80e-229	659
HORVU.MOREX.r3.2HG0191420.1	sp|Q0JA83|KSL3_ORYSJ	sp|Q0JA83|KSL3_ORYSJ Ent-kaurene synthase-like 3 OS=Oryza sativa subsp. japonica OX=39947 GN=KSL3 PE=2 SV=2	63.7	83.1	515	2.11e-216	623
HORVU.MOREX.r3.2HG0191420.1	sp|Q0JA82|KS1_ORYSJ	sp|Q0JA82|KS1_ORYSJ Ent-kaur-16-ene synthase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=KS1 PE=1 SV=1	61.4	82.5	513	2.30e-209	605
HORVU.MOREX.r3.2HG0191420.1	sp|Q0JEZ8|KSL4_ORYSJ	sp|Q0JEZ8|KSL4_ORYSJ 9-beta-pimara-7,15-diene synthase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=KSL4 PE=1 SV=1	54.9	82.5	514	4.80e-180	533
HORVU.MOREX.r3.2HG0191430.1	sp|Q9Y4C8|RBM19_HUMAN	sp|Q9Y4C8|RBM19_HUMAN Probable RNA-binding protein 19 OS=Homo sapiens OX=9606 GN=RBM19 PE=1 SV=3	33.0	96.2	959	1.19e-116	381
HORVU.MOREX.r3.2HG0191430.1	sp|Q5AJS6|MRD1_CANAL	sp|Q5AJS6|MRD1_CANAL Multiple RNA-binding domain-containing protein 1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MRD1 PE=3 SV=2	35.2	94.5	853	6.60e-114	371
HORVU.MOREX.r3.2HG0191430.1	sp|Q4PC17|MRD1_MYCMD	sp|Q4PC17|MRD1_MYCMD Multiple RNA-binding domain-containing protein 1 OS=Mycosarcoma maydis OX=5270 GN=MRD1 PE=3 SV=1	33.5	94.0	860	2.03e-111	365
HORVU.MOREX.r3.2HG0191430.1	sp|O13620|MRD1_SCHPO	sp|O13620|MRD1_SCHPO Multiple RNA-binding domain-containing protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrd1 PE=3 SV=1	32.1	94.2	848	2.36e-109	358
HORVU.MOREX.r3.2HG0191430.1	sp|Q54PB2|MRD1_DICDI	sp|Q54PB2|MRD1_DICDI Multiple RNA-binding domain-containing protein 1 OS=Dictyostelium discoideum OX=44689 GN=mrd1 PE=3 SV=1	31.0	95.5	916	4.95e-108	357
HORVU.MOREX.r3.2HG0191470.1	sp|Q9LIS1|CR26L_ARATH	sp|Q9LIS1|CR26L_ARATH Protein ECERIFERUM 26-like OS=Arabidopsis thaliana OX=3702 GN=CER26L PE=2 SV=1	35.3	97.3	436	7.41e-74	240
HORVU.MOREX.r3.2HG0191470.1	sp|Q9SVM9|CER26_ARATH	sp|Q9SVM9|CER26_ARATH Protein ECERIFERUM 26 OS=Arabidopsis thaliana OX=3702 GN=CER26 PE=2 SV=1	35.1	96.6	433	1.82e-73	239
HORVU.MOREX.r3.2HG0191470.1	sp|Q39048|CER2_ARATH	sp|Q39048|CER2_ARATH Protein ECERIFERUM 2 OS=Arabidopsis thaliana OX=3702 GN=CER2 PE=1 SV=1	32.0	96.8	438	4.19e-60	204
HORVU.MOREX.r3.2HG0191470.1	sp|A0A2H5AIZ1|HCT_NARPS	sp|A0A2H5AIZ1|HCT_NARPS Hydroxycinnamoyltransferase OS=Narcissus pseudonarcissus OX=39639 GN=HCT PE=2 SV=1	28.0	41.2	182	1.79e-12	72.4
HORVU.MOREX.r3.2HG0191470.1	sp|Q9FI78|HST_ARATH	sp|Q9FI78|HST_ARATH Shikimate O-hydroxycinnamoyltransferase OS=Arabidopsis thaliana OX=3702 GN=HST PE=1 SV=1	26.3	42.1	186	9.50e-10	63.9
HORVU.MOREX.r3.2HG0191510.1	sp|Q9SD53|Y3720_ARATH	sp|Q9SD53|Y3720_ARATH UPF0481 protein At3g47200 OS=Arabidopsis thaliana OX=3702 GN=At3g47200 PE=2 SV=1	25.6	66.1	348	1.97e-11	69.7
HORVU.MOREX.r3.2HG0191520.1	sp|Q9SD53|Y3720_ARATH	sp|Q9SD53|Y3720_ARATH UPF0481 protein At3g47200 OS=Arabidopsis thaliana OX=3702 GN=At3g47200 PE=2 SV=1	28.3	64.2	343	1.51e-17	88.6
HORVU.MOREX.r3.2HG0191530.1	sp|Q9FX56|SOT8_ARATH	sp|Q9FX56|SOT8_ARATH Cytosolic sulfotransferase 8 OS=Arabidopsis thaliana OX=3702 GN=SOT8 PE=2 SV=1	42.9	83.9	315	1.37e-77	244
HORVU.MOREX.r3.2HG0191530.1	sp|Q9FG94|SOT1_ARATH	sp|Q9FG94|SOT1_ARATH Cytosolic sulfotransferase 1 OS=Arabidopsis thaliana OX=3702 GN=SOT1 PE=2 SV=1	41.7	84.4	319	1.09e-76	242
HORVU.MOREX.r3.2HG0191530.1	sp|Q9M1V2|SOT5_ARATH	sp|Q9M1V2|SOT5_ARATH Cytosolic sulfotransferase 5 OS=Arabidopsis thaliana OX=3702 GN=SOT5 PE=1 SV=1	41.1	84.4	316	1.53e-74	236
HORVU.MOREX.r3.2HG0191530.1	sp|P52839|SOT12_ARATH	sp|P52839|SOT12_ARATH Cytosolic sulfotransferase 12 OS=Arabidopsis thaliana OX=3702 GN=SOT12 PE=1 SV=2	41.1	79.0	299	8.37e-72	229
HORVU.MOREX.r3.2HG0191530.1	sp|Q8L5A7|SOT15_ARATH	sp|Q8L5A7|SOT15_ARATH Cytosolic sulfotransferase 15 OS=Arabidopsis thaliana OX=3702 GN=SOT15 PE=1 SV=1	38.7	88.3	331	3.10e-71	229
HORVU.MOREX.r3.2HG0191540.1	sp|Q9SD53|Y3720_ARATH	sp|Q9SD53|Y3720_ARATH UPF0481 protein At3g47200 OS=Arabidopsis thaliana OX=3702 GN=At3g47200 PE=2 SV=1	25.4	71.8	374	8.65e-13	73.9
HORVU.MOREX.r3.3HG0299440.1	sp|Q70II3|EF110_ARATH	sp|Q70II3|EF110_ARATH Ethylene-responsive transcription factor ERF110 OS=Arabidopsis thaliana OX=3702 GN=ERF110 PE=2 SV=2	83.6	19.2	73	1.48e-34	130
HORVU.MOREX.r3.3HG0299440.1	sp|Q7G1L2|RAP26_ARATH	sp|Q7G1L2|RAP26_ARATH Ethylene-responsive transcription factor RAP2-6 OS=Arabidopsis thaliana OX=3702 GN=RAP2-6 PE=2 SV=2	90.2	16.1	61	1.58e-30	118
HORVU.MOREX.r3.3HG0299440.1	sp|Q9FGF8|ABR1_ARATH	sp|Q9FGF8|ABR1_ARATH Ethylene-responsive transcription factor ABR1 OS=Arabidopsis thaliana OX=3702 GN=ABR1 PE=2 SV=1	84.8	17.4	66	7.76e-30	121
HORVU.MOREX.r3.3HG0299440.1	sp|Q9LY29|EF115_ARATH	sp|Q9LY29|EF115_ARATH Ethylene-responsive transcription factor ERF115 OS=Arabidopsis thaliana OX=3702 GN=ERF115 PE=1 SV=1	84.6	17.1	65	6.66e-29	116
HORVU.MOREX.r3.3HG0299440.1	sp|Q9FH54|EF114_ARATH	sp|Q9FH54|EF114_ARATH Ethylene-responsive transcription factor ERF114 OS=Arabidopsis thaliana OX=3702 GN=ERF114 PE=1 SV=1	83.1	17.1	65	1.76e-28	114
HORVU.MOREX.r3.3HG0299450.1	sp|Q9C8C1|LCV2_ARATH	sp|Q9C8C1|LCV2_ARATH Protein LIKE COV 2 OS=Arabidopsis thaliana OX=3702 GN=LCV2 PE=2 SV=1	72.6	99.2	263	3.88e-126	361
HORVU.MOREX.r3.3HG0299450.1	sp|F4IUE7|COV1_ARATH	sp|F4IUE7|COV1_ARATH Protein CONTINUOUS VASCULAR RING 1 OS=Arabidopsis thaliana OX=3702 GN=COV1 PE=1 SV=2	71.0	79.9	207	5.60e-111	323
HORVU.MOREX.r3.3HG0299450.1	sp|Q8VY49|LCV1_ARATH	sp|Q8VY49|LCV1_ARATH Protein LIKE COV 1 OS=Arabidopsis thaliana OX=3702 GN=LCV1 PE=2 SV=1	74.2	76.4	198	3.03e-110	321
HORVU.MOREX.r3.3HG0299450.1	sp|F4IQJ6|LCV3_ARATH	sp|F4IQJ6|LCV3_ARATH Protein LIKE COV 3 OS=Arabidopsis thaliana OX=3702 GN=LCV3 PE=2 SV=1	66.8	79.2	205	9.48e-104	305
HORVU.MOREX.r3.3HG0299460.2	sp|Q6ICX4|PTBP3_ARATH	sp|Q6ICX4|PTBP3_ARATH Polypyrimidine tract-binding protein homolog 3 OS=Arabidopsis thaliana OX=3702 GN=At1g43190 PE=2 SV=1	69.1	100	444	6.71e-222	618
HORVU.MOREX.r3.3HG0299460.2	sp|Q00438|PTBP1_RAT	sp|Q00438|PTBP1_RAT Polypyrimidine tract-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ptbp1 PE=1 SV=2	33.6	98.4	506	5.65e-83	268
HORVU.MOREX.r3.3HG0299460.2	sp|Q8WN55|PTBP1_BOVIN	sp|Q8WN55|PTBP1_BOVIN Polypyrimidine tract-binding protein 1 OS=Bos taurus OX=9913 GN=PTBP1 PE=2 SV=2	34.4	98.4	506	1.14e-82	267
HORVU.MOREX.r3.3HG0299460.2	sp|P17225|PTBP1_MOUSE	sp|P17225|PTBP1_MOUSE Polypyrimidine tract-binding protein 1 OS=Mus musculus OX=10090 GN=Ptbp1 PE=1 SV=3	33.3	98.4	505	1.53e-82	267
HORVU.MOREX.r3.3HG0299460.2	sp|Q29099|PTBP1_PIG	sp|Q29099|PTBP1_PIG Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2	33.8	98.4	506	1.24e-81	265
HORVU.MOREX.r3.3HG0301710.1	sp|Q8W0H5|PHT43_ORYSJ	sp|Q8W0H5|PHT43_ORYSJ Probable anion transporter 3, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=PHT4;3 PE=2 SV=1	84.2	99.8	525	3.63e-305	836
HORVU.MOREX.r3.3HG0301710.1	sp|Q66GI9|ANTR4_ARATH	sp|Q66GI9|ANTR4_ARATH Probable anion transporter 4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ANTR4 PE=2 SV=1	70.4	82.8	429	4.91e-219	618
HORVU.MOREX.r3.3HG0301710.1	sp|Q7XJR2|ANTR3_ARATH	sp|Q7XJR2|ANTR3_ARATH Probable anion transporter 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ANTR3 PE=2 SV=2	57.6	83.6	434	1.63e-172	499
HORVU.MOREX.r3.3HG0301710.1	sp|Q53WP9|PHT42_ORYSJ	sp|Q53WP9|PHT42_ORYSJ Probable anion transporter 2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=PHT4;2 PE=2 SV=1	53.6	80.7	418	3.70e-156	458
HORVU.MOREX.r3.3HG0301710.1	sp|Q8GX78|ANTR2_ARATH	sp|Q8GX78|ANTR2_ARATH Ascorbate transporter, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PHT4;4 PE=1 SV=1	40.8	78.0	404	3.43e-106	330
HORVU.MOREX.r3.3HG0301720.1	sp|Q9FIL7|CRCK1_ARATH	sp|Q9FIL7|CRCK1_ARATH Calmodulin-binding receptor-like cytoplasmic kinase 1 OS=Arabidopsis thaliana OX=3702 GN=CRCK1 PE=1 SV=1	57.7	70.0	307	2.25e-121	364
HORVU.MOREX.r3.3HG0301720.1	sp|Q8VZJ9|CRCK2_ARATH	sp|Q8VZJ9|CRCK2_ARATH Calmodulin-binding receptor-like cytoplasmic kinase 2 OS=Arabidopsis thaliana OX=3702 GN=CRCK2 PE=2 SV=1	48.2	89.4	398	1.76e-119	357
HORVU.MOREX.r3.3HG0301720.1	sp|Q9ASQ5|CRCK3_ARATH	sp|Q9ASQ5|CRCK3_ARATH Calmodulin-binding receptor-like cytoplasmic kinase 3 OS=Arabidopsis thaliana OX=3702 GN=CRCK3 PE=2 SV=1	52.9	66.8	291	4.03e-100	311
HORVU.MOREX.r3.3HG0301720.1	sp|Q8GZ99|HPCA1_ARATH	sp|Q8GZ99|HPCA1_ARATH Leucine-rich repeat receptor protein kinase HPCA1 OS=Arabidopsis thaliana OX=3702 GN=HPCA1 PE=1 SV=1	44.1	64.5	281	6.91e-66	230
HORVU.MOREX.r3.3HG0301720.1	sp|Q9LT96|Y5977_ARATH	sp|Q9LT96|Y5977_ARATH Probable leucine-rich repeat receptor-like protein kinase At5g49770 OS=Arabidopsis thaliana OX=3702 GN=At5g49770 PE=1 SV=1	42.0	67.3	293	1.24e-65	229
HORVU.MOREX.r3.3HG0301750.1	sp|Q9LKJ3|PHSH_WHEAT	sp|Q9LKJ3|PHSH_WHEAT Alpha-glucan phosphorylase, H isozyme OS=Triticum aestivum OX=4565 PE=2 SV=1	97.2	100	832	0.0	1640
HORVU.MOREX.r3.3HG0301750.1	sp|Q9SD76|PHS2_ARATH	sp|Q9SD76|PHS2_ARATH Alpha-glucan phosphorylase 2, cytosolic OS=Arabidopsis thaliana OX=3702 GN=PHS2 PE=1 SV=1	79.7	99.5	828	0.0	1382
HORVU.MOREX.r3.3HG0301750.1	sp|P32811|PHSH_SOLTU	sp|P32811|PHSH_SOLTU Alpha-glucan phosphorylase, H isozyme OS=Solanum tuberosum OX=4113 PE=1 SV=1	79.2	99.0	825	0.0	1368
HORVU.MOREX.r3.3HG0301750.1	sp|P53537|PHSH_VICFA	sp|P53537|PHSH_VICFA Alpha-glucan phosphorylase, H isozyme OS=Vicia faba OX=3906 PE=2 SV=1	79.1	99.4	827	0.0	1358
HORVU.MOREX.r3.3HG0301750.1	sp|Q9LIB2|PHS1_ARATH	sp|Q9LIB2|PHS1_ARATH Alpha-glucan phosphorylase 1 OS=Arabidopsis thaliana OX=3702 GN=PHS1 PE=1 SV=1	59.9	98.6	877	0.0	1067
HORVU.MOREX.r3.4HG0395810.1	sp|O80548|MRF2_ARATH	sp|O80548|MRF2_ARATH MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 2 OS=Arabidopsis thaliana OX=3702 GN=MRF2 PE=1 SV=1	57.8	91.6	590	3.21e-232	663
HORVU.MOREX.r3.4HG0395810.1	sp|Q8W4Q4|MRF3_ARATH	sp|Q8W4Q4|MRF3_ARATH MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 3 OS=Arabidopsis thaliana OX=3702 GN=MRF3 PE=1 SV=1	52.1	91.3	589	9.44e-192	560
HORVU.MOREX.r3.4HG0395810.1	sp|Q94BR1|MRF1_ARATH	sp|Q94BR1|MRF1_ARATH MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 1 OS=Arabidopsis thaliana OX=3702 GN=MRF1 PE=1 SV=1	49.9	91.6	591	1.72e-189	554
HORVU.MOREX.r3.4HG0395810.1	sp|Q9STL9|MRF4_ARATH	sp|Q9STL9|MRF4_ARATH MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 4 OS=Arabidopsis thaliana OX=3702 GN=MRF4 PE=1 SV=1	47.7	94.9	612	5.55e-184	538
HORVU.MOREX.r3.4HG0395810.1	sp|Q98TX3|PDCD4_CHICK	sp|Q98TX3|PDCD4_CHICK Programmed cell death protein 4 OS=Gallus gallus OX=9031 GN=PDCD4 PE=2 SV=1	32.6	42.7	282	6.43e-34	138
