"short_Tag","Trait","y2019","y2021","y2020","n_obs","change_19_21","stability","range_all","slope1","slope2","crossover"
"08_09","Protein",-2.34334106728538,-1.76619088564059,-1.11204565408253,3,0.577150181644797,1.88544064476091,1.23129541320285,1.23129541320285,-0.654145231558058,1.23129541320285
"08_10","Protein",-2.05667440061872,-3.22119088564059,-1.39954565408253,3,-1.16451648502187,2.47877397809425,1.82164523155806,0.657128746536189,-1.82164523155806,1.82164523155806
"08_11","Protein",1.96332559938128,-1.64019088564059,-2.38204565408253,3,-3.60351648502187,5.08722602190575,4.34537125346381,-4.34537125346381,0.741854768441941,4.34537125346381
"08_15","Protein",-1.35000773395205,-1.34619088564058,-0.814545654082527,3,0.00381684831146356,1.06710731142758,0.535462079869522,0.535462079869522,-0.531645231558058,0.535462079869522
"08_16","Protein",-1.30667440061872,-2.74952421897392,-2.70454565408253,3,-1.4428498183552,1.4428498183552,1.4428498183552,-1.39787125346381,-0.0449785648913918,0
"09_01","Protein",0.566658932714618,-1.32619088564059,0.960454345917472,3,-1.8928498183552,2.68044064476091,2.28664523155806,0.393795413202855,-2.28664523155806,2.28664523155806
"09_03","Protein",-2.88667440061872,-3.66119088564059,-2.46454565408253,3,-0.77451648502187,1.61877397809425,1.19664523155806,0.422128746536189,-1.19664523155806,1.19664523155806
"09_04","Protein",-1.40667440061872,-0.286190885640587,-0.0920456540825279,3,1.12048351497813,1.50877397809425,1.31462874653619,1.31462874653619,-0.194145231558059,1.31462874653619
"09_05","Protein",-0.640007733952049,0.543809114359413,-0.0345456540825273,3,1.18381684831146,1.18381684831146,1.18381684831146,0.605462079869522,0.57835476844194,0
"09_09","Protein",-0.0800077339520489,0.388809114359414,0.290454345917473,3,0.468816848311463,0.468816848311463,0.468816848311463,0.370462079869522,0.0983547684419408,0
"09_10","Protein",0.983325599381284,-0.396190885640586,-0.439545654082527,3,-1.37951648502187,1.46622602190575,1.42287125346381,-1.42287125346381,0.0433547684419415,1.42287125346381
"09_11","Protein",-0.846674400618716,-3.34119088564059,-2.36204565408253,3,-2.49451648502187,2.49451648502187,2.49451648502187,-1.51537125346381,-0.979145231558058,0
"09_12","Protein",-1.73667440061872,-2.37869088564059,-1.52204565408253,3,-0.642016485021871,1.07127397809425,0.856645231558059,0.214628746536188,-0.856645231558059,0.856645231558059
"09_13","Protein",0.0966589327146175,-3.16019088564059,-1.72537898741586,3,-3.2568498183552,3.2568498183552,3.2568498183552,-1.82203792013048,-1.43481189822472,0
"09_16","Protein",-0.286674400618716,-3.52119088564059,-2.35204565408253,3,-3.23451648502187,3.23451648502187,3.23451648502187,-2.06537125346381,-1.16914523155806,0
"10_03","Protein",-1.53667440061872,-0.742190885640586,-0.427045654082527,3,0.79448351497813,1.42477397809425,1.10962874653619,1.10962874653619,-0.315145231558059,1.10962874653619
"10_04","Protein",-0.216674400618716,0.263809114359415,-1.96704565408253,3,0.480483514978131,3.98122602190575,2.23085476844194,-1.75037125346381,2.23085476844194,2.23085476844194
"10_05","Protein",-0.330007733952048,-0.944190885640586,-1.19704565408253,3,-0.614183151688538,1.11989268857242,0.867037920130479,-0.867037920130479,0.252854768441941,0.867037920130479
"10_06","Protein",-0.926674400618715,-0.566190885640586,0.185454345917472,3,0.360483514978129,1.86377397809425,1.11212874653619,1.11212874653619,-0.751645231558058,1.11212874653619
"10_09","Protein",1.57999226604795,1.87880911435941,-1.89204565408253,3,0.298816848311464,7.24289268857242,3.77085476844194,-3.47203792013048,3.77085476844194,3.77085476844194
"10_10","Protein",-0.0266744006187161,-2.66219088564059,0.112954345917473,3,-2.63551648502187,2.91477397809425,2.77514523155806,0.139628746536189,-2.77514523155806,2.77514523155806
"10_11","Protein",-1.85667440061872,-1.54619088564059,0.360454345917473,3,0.31048351497813,4.12377397809425,2.21712874653619,2.21712874653619,-1.90664523155806,2.21712874653619
"10_12","Protein",-0.853341067285382,-0.260190885640587,0.752954345917472,3,0.593150181644795,2.61944064476091,1.60629541320285,1.60629541320285,-1.01314523155806,1.60629541320285
"10_15","Protein",-1.31667440061872,-2.30952421897392,-1.32704565408253,3,-0.992849818355204,0.992849818355204,0.992849818355204,-0.0103712534638118,-0.982478564891392,0
"10_19","Protein",-1.28000773395205,-0.0961908856405866,-1.38704565408253,3,1.18381684831146,1.39789268857242,1.29085476844194,-0.107037920130478,1.29085476844194,1.29085476844194
"11_04","Protein",-0.730007733952049,1.06180911435941,1.92795434591747,3,1.79181684831146,3.52410731142758,2.65796207986952,2.65796207986952,-0.866145231558058,2.65796207986952
"11_05","Protein",0.846658932714618,1.09380911435941,-1.60704565408253,3,0.247150181644796,5.15455935523909,2.70085476844194,-2.45370458679715,2.70085476844194,2.70085476844194
"11_06","Protein",0.983325599381284,1.60580911435941,-0.954545654082527,3,0.62248351497813,4.49822602190575,2.56035476844194,-1.93787125346381,2.56035476844194,2.56035476844194
"11_09","Protein",0.863325599381285,0.383809114359412,-0.104545654082527,3,-0.479516485021873,1.45622602190575,0.967871253463812,-0.967871253463812,0.488354768441939,0.967871253463812
"11_10","Protein",2.90665893271462,2.29780911435941,0.520454345917472,3,-0.608849818355202,4.16355935523909,2.38620458679714,-2.38620458679714,1.77735476844194,2.38620458679714
"11_11","Protein",2.73165893271462,1.59130911435941,-1.33454565408253,3,-1.1403498183552,6.99205935523909,4.06620458679715,-4.06620458679715,2.92585476844194,4.06620458679715
"11_12","Protein",0.816658932714617,-0.101190885640587,0.467954345917472,3,-0.917849818355204,0.917849818355204,0.917849818355204,-0.348704586797145,-0.569145231558059,0
"11_13","Protein",2.09332559938128,1.73380911435941,0.825454345917472,3,-0.359516485021872,2.17622602190575,1.26787125346381,-1.26787125346381,0.90835476844194,1.26787125346381
"11_16","Protein",0.0116589327146173,1.30630911435941,-0.409545654082528,3,1.2946501816448,2.13705935523909,1.71585476844194,-0.421204586797145,1.71585476844194,1.71585476844194
"11_19","Protein",0.406658932714617,2.52630911435941,-0.622045654082528,3,2.1196501816448,4.17705935523909,3.14835476844194,-1.02870458679715,3.14835476844194,3.14835476844194
"12_03","Protein",-1.36000773395205,-2.69419088564059,-1.92954565408253,3,-1.33418315168854,1.33418315168854,1.33418315168854,-0.569537920130478,-0.764645231558058,0
"12_04","Protein",-1.29334106728538,-1.95819088564059,-0.382045654082527,3,-0.664849818355205,2.48744064476091,1.57614523155806,0.911295413202854,-1.57614523155806,1.57614523155806
"12_05","Protein",-1.87667440061872,-0.85952421897392,-1.07954565408253,3,1.0171501816448,1.0171501816448,1.0171501816448,0.797128746536189,0.220021435108607,0
"12_07","Protein",-1.93000773395205,2.78130911435941,-1.40954565408253,3,4.71131684831146,4.71131684831146,4.71131684831146,0.520462079869521,4.19085476844194,0
"12_09","Protein",-1.95667440061872,-2.98369088564059,-1.29454565408253,3,-1.02701648502187,2.35127397809425,1.68914523155806,0.662128746536189,-1.68914523155806,1.68914523155806
"12_11","Protein",-2.00667440061872,-2.78619088564059,-2.10204565408253,3,-0.77951648502187,0.77951648502187,0.77951648502187,-0.0953712534638118,-0.684145231558059,0
"12_12","Protein",-2.01334106728538,0.480475781026081,-1.71204565408253,3,2.49381684831146,2.49381684831146,2.49381684831146,0.301295413202855,2.19252143510861,0
"12_15","Protein",-2.21000773395205,-2.87869088564059,-1.97704565408253,3,-0.668683151688537,1.13460731142758,0.901645231558059,0.232962079869521,-0.901645231558059,0.901645231558059
"12_16","Protein",-2.26000773395205,-1.57952421897392,-0.617045654082527,3,0.680483514978129,2.60544064476092,1.64296207986952,1.64296207986952,-0.962478564891393,1.64296207986952
"12_19","Protein",-0.476674400618717,2.59047578102608,0.125454345917472,3,3.0671501816448,3.0671501816448,3.0671501816448,0.602128746536189,2.46502143510861,0
"13_01","Protein",0.609992266047951,-3.25619088564059,0.980454345917473,3,-3.86618315168854,4.60710731142758,4.23664523155806,0.370462079869522,-4.23664523155806,4.23664523155806
"13_03","Protein",-0.413341067285382,-0.122857552307253,-1.04204565408253,3,0.290483514978128,1.54789268857242,0.919188101775274,-0.628704586797146,0.919188101775274,0.919188101775274
"13_05","Protein",-1.66667440061872,-1.96119088564059,-0.934545654082528,3,-0.29451648502187,1.75877397809425,1.02664523155806,0.732128746536189,-1.02664523155806,1.02664523155806
"13_06","Protein",0.0133255993812842,-0.260190885640586,-0.219545654082528,3,-0.273516485021871,0.273516485021871,0.273516485021871,-0.232871253463812,-0.0406452315580585,0
"13_08","Protein",-0.236674400618716,0.65047578102608,0.457954345917473,3,0.887150181644796,0.887150181644796,0.887150181644796,0.694628746536189,0.192521435108607,0
"13_11","Protein",2.41665893271462,-0.358190885640586,0.725454345917472,3,-2.7748498183552,2.7748498183552,2.7748498183552,-1.69120458679715,-1.08364523155806,0
"13_12","Protein",1.38999226604795,0.521309114359413,0.737954345917473,3,-0.868683151688537,0.868683151688537,0.868683151688537,-0.652037920130477,-0.21664523155806,0
"13_13","Protein",1.16999226604795,2.28130911435941,2.87045434591747,3,1.11131684831146,2.28960731142758,1.70046207986952,1.70046207986952,-0.589145231558058,1.70046207986952
"13_18","Protein",-2.31000773395205,-2.87619088564059,-2.58204565408253,3,-0.566183151688537,0.566183151688537,0.566183151688537,-0.272037920130478,-0.294145231558059,0
"13_20","Protein",-1.30834106728538,-2.16219088564059,-0.322045654082527,3,-0.853849818355204,2.82644064476091,1.84014523155806,0.986295413202855,-1.84014523155806,1.84014523155806
"14_01","Protein",1.14332559938128,2.20130911435941,-1.26204565408253,3,1.05798351497813,5.86872602190575,3.46335476844194,-2.40537125346381,3.46335476844194,3.46335476844194
"14_03","Protein",1.41999226604795,0.613809114359414,-0.352045654082527,3,-0.806183151688537,2.73789268857242,1.77203792013048,-1.77203792013048,0.965854768441941,1.77203792013048
"14_04","Protein",0.606658932714617,2.92130911435941,0.157954345917472,3,2.3146501816448,3.21205935523909,2.76335476844194,-0.448704586797145,2.76335476844194,2.76335476844194
"14_05","Protein",-0.516674400618715,1.38380911435941,1.79128767925081,3,1.90048351497813,2.71544064476091,2.30796207986952,2.30796207986952,-0.407478564891392,2.30796207986952
"14_06","Protein",1.08332559938128,0.758809114359414,-0.0620456540825276,3,-0.32451648502187,1.96622602190575,1.14537125346381,-1.14537125346381,0.820854768441941,1.14537125346381
"14_07","Protein",0.483325599381284,1.94780911435941,0.940454345917472,3,1.46448351497813,1.46448351497813,1.46448351497813,0.457128746536188,1.00735476844194,0
"14_09","Protein",1.96999226604795,1.04380911435941,0.245454345917472,3,-0.926183151688538,2.52289268857242,1.72453792013048,-1.72453792013048,0.798354768441941,1.72453792013048
"14_10","Protein",3.65332559938128,3.96630911435941,3.11295434591747,3,0.31298351497813,1.39372602190575,0.853354768441942,-0.540371253463812,0.853354768441942,0.853354768441942
"14_12","Protein",1.39665893271462,1.69780911435941,1.19045434591747,3,0.301150181644797,0.713559355239085,0.507354768441941,-0.206204586797144,0.507354768441941,0.507354768441941
"14_14","Protein",0.419992266047951,1.92580911435941,0.0179543459174729,3,1.50581684831146,2.30989268857242,1.90785476844194,-0.402037920130478,1.90785476844194,1.90785476844194
"15_04","Protein",-1.36667440061872,-0.358690885640586,-0.722045654082527,3,1.00798351497813,1.00798351497813,1.00798351497813,0.644628746536189,0.363354768441941,0
"15_05","Protein",0.239992266047951,0.823809114359413,0.515454345917473,3,0.583816848311462,0.583816848311462,0.583816848311462,0.275462079869521,0.308354768441941,0
"15_07","Protein",-0.446674400618715,-0.654190885640586,-0.678712320749193,3,-0.207516485021871,0.256559355239085,0.232037920130478,-0.232037920130478,0.0245214351086073,0.232037920130478
"15_08","Protein",-0.720007733952049,0.147142447692747,0.755454345917473,3,0.867150181644796,2.08377397809425,1.47546207986952,1.47546207986952,-0.608311898224726,1.47546207986952
"15_09","Protein",0.396658932714618,0.301809114359413,-0.0245456540825275,3,-0.0948498183552046,0.747559355239086,0.421204586797145,-0.421204586797145,0.326354768441941,0.421204586797145
"15_11","Protein",-1.76667440061872,-3.25619088564059,-0.229545654082528,3,-1.48951648502187,4.56377397809425,3.02664523155806,1.53712874653619,-3.02664523155806,3.02664523155806
"15_16","Protein",0.476658932714617,-0.196190885640586,1.69295434591747,3,-0.672849818355203,3.10544064476091,1.88914523155806,1.21629541320286,-1.88914523155806,1.88914523155806
"15_18","Protein",0.506658932714617,2.43047578102608,0.372954345917472,3,1.92381684831146,2.19122602190575,2.05752143510861,-0.133704586797145,2.05752143510861,2.05752143510861
"15_19","Protein",2.62665893271462,-0.266190885640586,0.612954345917473,3,-2.8928498183552,2.8928498183552,2.8928498183552,-2.01370458679715,-0.879145231558059,0
"15_20","Protein",0.033325599381285,-2.60419088564059,-2.53954565408253,3,-2.63751648502187,2.63751648502187,2.63751648502187,-2.57287125346381,-0.0646452315580581,0
"16_02","Protein",1.97665893271462,-0.0936908856405863,-0.542045654082528,3,-2.0703498183552,2.96705935523909,2.51870458679715,-2.51870458679715,0.448354768441941,2.51870458679715
"16_03","Protein",-2.03000773395205,-1.42219088564059,-0.529545654082527,3,0.607816848311462,2.39310731142758,1.50046207986952,1.50046207986952,-0.892645231558059,1.50046207986952
"16_04","Protein",0.066658932714617,0.297809114359413,0.737954345917473,3,0.231150181644797,1.11144064476091,0.671295413202856,0.671295413202856,-0.440145231558059,0.671295413202856
"16_05","Protein",0.399992266047952,-0.410190885640586,0.150454345917471,3,-0.810183151688538,0.810183151688538,0.810183151688538,-0.24953792013048,-0.560645231558058,0
"16_06","Protein",0.546658932714617,1.26380911435941,1.56045434591747,3,0.717150181644796,1.31044064476092,1.01379541320286,1.01379541320286,-0.29664523155806,1.01379541320286
"16_07","Protein",0.56999226604795,-0.0786908856405866,-0.0720456540825274,3,-0.648683151688536,0.648683151688536,0.648683151688536,-0.642037920130477,-0.00664523155805918,0
"16_10","Protein",0.00999226604795034,-1.38819088564059,-0.647045654082528,3,-1.39818315168854,1.39818315168854,1.39818315168854,-0.657037920130478,-0.741145231558059,0
"16_14","Protein",0.316658932714618,-0.572190885640587,1.43045434591747,3,-0.888849818355204,3.11644064476091,2.00264523155806,1.11379541320285,-2.00264523155806,2.00264523155806
"16_16","Protein",-0.470007733952049,-2.44869088564059,-2.49954565408253,3,-1.97868315168854,2.08039268857242,2.02953792013048,-2.02953792013048,0.0508547684419414,2.02953792013048
"16_17","Protein",0.513325599381284,1.39130911435941,0.102954345917473,3,0.87798351497813,1.69872602190575,1.28835476844194,-0.41037125346381,1.28835476844194,1.28835476844194
"17_02","Protein",-0.316674400618716,-2.50219088564059,-0.612045654082527,3,-2.18551648502187,2.18551648502187,2.18551648502187,-0.295371253463812,-1.89014523155806,0
"17_03","Protein",-1.71000773395205,-3.03019088564059,-1.68704565408253,3,-1.32018315168854,1.36610731142758,1.34314523155806,0.0229620798695216,-1.34314523155806,1.34314523155806
"17_04","Protein",-1.10000773395205,-1.77119088564059,1.12295434591747,3,-0.671183151688537,5.11710731142758,2.89414523155806,2.22296207986952,-2.89414523155806,2.89414523155806
"17_05","Protein",-2.25334106728538,-2.56619088564059,-0.694545654082527,3,-0.312849818355205,3.43044064476091,1.87164523155806,1.55879541320285,-1.87164523155806,1.87164523155806
"17_06","Protein",1.39999226604795,1.18780911435941,-0.212045654082528,3,-0.212183151688538,3.01189268857242,1.61203792013048,-1.61203792013048,1.39985476844194,1.61203792013048
"17_07","Protein",-0.278341067285383,-1.15952421897392,-0.217045654082528,3,-0.881183151688536,1.00377397809425,0.942478564891391,0.0612954132028549,-0.942478564891391,0.942478564891391
"17_08","Protein",0.359992266047951,-1.55619088564059,0.412954345917473,3,-1.91618315168854,2.02210731142758,1.96914523155806,0.0529620798695222,-1.96914523155806,1.96914523155806
"17_09","Protein",-1.21000773395205,0.147809114359413,2.50795434591747,3,1.35781684831146,6.07810731142758,3.71796207986952,3.71796207986952,-2.36014523155806,3.71796207986952
"17_10","Protein",0.129992266047951,-0.00419088564058612,-0.467045654082527,3,-0.134183151688537,1.05989268857242,0.597037920130478,-0.597037920130478,0.462854768441941,0.597037920130478
"17_11","Protein",-0.430007733952049,0.293809114359413,0.257954345917473,3,0.723816848311462,0.723816848311462,0.723816848311462,0.687962079869522,0.0358547684419406,0
"18_01","Protein",-0.393341067285383,0.418809114359414,-0.289545654082527,3,0.812150181644797,0.812150181644797,0.812150181644797,0.103795413202856,0.708354768441941,0
"18_03","Protein",1.27665893271462,-1.18019088564059,-0.387045654082527,3,-2.4568498183552,2.4568498183552,2.4568498183552,-1.66370458679714,-0.793145231558059,0
"18_04","Protein",-1.22667440061872,-0.602190885640586,-2.37954565408253,3,0.62448351497813,2.93022602190575,1.77735476844194,-1.15287125346381,1.77735476844194,1.77735476844194
"18_05","Protein",-1.77000773395205,-2.24119088564059,1.75545434591747,3,-0.471183151688538,7.52210731142758,3.99664523155806,3.52546207986952,-3.99664523155806,3.99664523155806
"18_07","Protein",-1.85667440061872,-0.883690885640587,-1.02454565408253,3,0.972983514978129,0.972983514978129,0.972983514978129,0.832128746536188,0.140854768441941,0
"18_08","Protein",2.15332559938128,-1.07369088564059,1.58045434591747,3,-3.22701648502187,3.22701648502187,3.22701648502187,-0.572871253463813,-2.65414523155806,0
