Bin	Sum_R2	SumSq_R2	N_Pairs
187000	382032	260291	1970074
188000	380181	258579	1960081
189000	380637	258839	1961162
190000	381963	259643	1976198
191000	379640	257540	1974343
192000	376075	254767	1959508
193000	374859	253399	1966494
194000	374562	252924	1969384
195000	374208	252977	1961918
196000	373946	252111	1958400
197000	374687	253562	1946625
198000	374673	253250	1954631
199000	372799	251920	1952540
200000	374980	253415	1969336
201000	373835	252717	1968950
202000	374132	253203	1974375
203000	372100	251686	1965875
204000	373468	251937	1978930
205000	377466	254778	1987331
206000	374333	252045	1992063
207000	373105	251710	1973102
208000	372332	250917	1971744
209000	370869	250926	1946045
210000	366058	246779	1934188
211000	366693	247707	1934322
212000	366749	247491	1933017
213000	368109	248194	1951277
214000	366591	247057	1940900
215000	362938	243652	1947923
216000	362133	243436	1937063
217000	357049	239340	1921361
218000	354150	236968	1920774
219000	353514	236914	1923643
220000	352612	236421	1915843
221000	349042	234376	1883159
222000	348761	233069	1895733
224000	352128	235569	1919573
225000	350686	234149	1924612
226000	350055	234181	1921313
227000	349890	233695	1933156
228000	347586	232219	1911978
229000	347972	233278	1899772
230000	348498	233391	1902909
231000	347818	233077	1899945
232000	347767	232722	1901856
233000	349852	233473	1916857
234000	348425	232218	1914235
235000	345300	230395	1890621
236000	345066	230118	1897152
237000	342635	228435	1885464
238000	341258	227642	1871985
239000	341372	227880	1866482
240000	340571	227110	1875812
241000	342029	227767	1885649
242000	343888	228623	1898006
243000	340938	226661	1885011
244000	341761	227660	1884271
245000	339277	226068	1886035
246000	339444	225538	1893278
247000	340031	226494	1899344
248000	338952	225339	1896220
249000	340937	227333	1890790
250000	338771	225620	1889361
251000	339039	225313	1901170
252000	339603	225677	1912347
253000	338984	225319	1896896
254000	338652	224662	1904265
255000	337921	223826	1899606
257000	337525	223921	1897554
258000	335930	222388	1893735
259000	334829	222327	1879697
261000	334286	221331	1891749
262000	332131	220485	1883005
263000	332536	220810	1896949
264000	332737	220576	1890468
265000	333144	220821	1892835
266000	332254	219916	1891960
267000	330071	218284	1880827
268000	329545	217717	1885933
269000	329135	217808	1864189
270000	330109	218350	1878520
271000	327449	216171	1879203
272000	325044	214046	1872615
273000	324795	213696	1866211
274000	323381	212854	1862556
275000	323898	213244	1868001
276000	321495	210861	1872769
277000	324068	213343	1873599
278000	322217	212166	1869592
279000	323050	213183	1868876
280000	322738	212657	1872865
281000	323333	213317	1865650
282000	320736	211478	1858575
283000	318266	209702	1849458
284000	318728	209883	1858402
285000	317927	209210	1855269
286000	316165	207629	1857056
287000	316208	207847	1859587
288000	317375	207982	1878491
289000	317681	208834	1859465
290000	316800	208542	1852190
291000	316410	207806	1856382
292000	315237	206665	1857938
293000	312653	204890	1846623
294000	313412	205306	1845108
295000	315445	206564	1861393
296000	313350	205408	1852704
297000	313269	205300	1848353
298000	312534	204516	1844971
299000	313859	205770	1843398
300000	315310	206703	1849771
301000	315434	207343	1840146
302000	315168	207178	1833776
304000	316093	208888	1823388
305000	314138	207534	1824348
306000	312721	206039	1841608
307000	315066	207339	1856179
308000	314820	206567	1868514
309000	312936	205378	1851383
310000	311068	203745	1860673
311000	311972	204766	1858123
312000	308384	202188	1843295
313000	310851	203846	1857531
314000	310547	203687	1851452
316000	308147	201038	1849382
317000	307826	201230	1839618
318000	305857	199549	1835537
319000	306865	199804	1853165
320000	305116	198310	1838933
321000	305758	198694	1848882
322000	303843	196901	1830630
323000	304595	197629	1843236
324000	304530	197683	1846029
325000	302853	196531	1847843
326000	302875	196026	1856519
327000	303088	196067	1856212
328000	303075	195758	1865771
330000	302897	195777	1859600
331000	299172	193263	1844564
332000	298861	192556	1847851
333000	301225	194214	1852382
334000	301818	195381	1849628
335000	298609	193192	1833594
336000	297744	192839	1837451
337000	298560	193436	1836561
338000	297746	193197	1824380
339000	298026	192980	1833352
340000	299706	194580	1832088
341000	299859	194722	1831030
342000	300100	194501	1838714
343000	298799	193575	1836941
344000	298575	193807	1834860
345000	294701	191196	1812568
346000	295892	191817	1818857
347000	294867	191185	1816223
348000	292245	189296	1807181
349000	294415	190724	1815119
350000	294804	190649	1827536
351000	291890	188609	1814742
352000	290612	187903	1804734
353000	292624	189285	1805131
354000	292234	189230	1813519
355000	292331	189518	1807662
356000	287177	185994	1786544
357000	288017	186952	1785243
358000	288197	186628	1787801
359000	287121	186136	1775449
360000	284596	184215	1766638
361000	285499	183842	1780820
362000	284723	183656	1772908
363000	284557	182855	1797374
364000	285932	183838	1807747
365000	284489	183179	1796167
366000	284885	183488	1803148
368000	282375	181563	1794780
369000	283166	182495	1792161
370000	282078	181586	1783832
371000	280957	180328	1792463
372000	283917	182348	1805489
373000	285488	183833	1811451
374000	282842	181875	1792477
375000	281325	180786	1796814
376000	281455	180810	1791737
377000	281445	180846	1795212
378000	281933	181282	1795354
379000	280185	179762	1806743
380000	280024	179188	1817129
381000	280179	179282	1819162
383000	280255	179260	1811569
384000	278854	177925	1811290
385000	279237	178641	1811108
386000	279757	180018	1794476
387000	281283	180400	1811276
388000	280364	179427	1811863
389000	278421	178518	1793834
390000	277303	177668	1794369
391000	278138	177867	1796474
392000	277849	177822	1803946
393000	276376	176724	1794179
394000	276745	177110	1798526
395000	275617	176314	1792336
396000	274497	175357	1793704
398000	274167	175367	1777938
399000	274305	175238	1788360
400000	274959	176195	1776133
401000	274458	175962	1772867
402000	275205	175916	1779185
403000	276298	176511	1784562
404000	273346	174730	1769568
405000	273250	174531	1777988
406000	274535	175606	1768137
407000	273342	174916	1761191
408000	272162	174102	1765600
409000	270081	172515	1759749
410000	271651	173831	1770706
411000	273519	175107	1787549
412000	272743	173926	1794336
413000	271631	173556	1787747
414000	271325	173547	1780063
415000	270487	172724	1793438
416000	269714	172009	1779301
417000	269637	172635	1764128
418000	271091	174359	1765916
419000	270538	174228	1767774
420000	266992	171322	1755006
421000	265969	170500	1751201
422000	268205	171942	1752677
423000	268115	171104	1772857
424000	270917	172999	1789050
425000	268705	171078	1794764
426000	266506	169066	1799262
427000	267091	169473	1789947
428000	266561	168649	1794504
429000	265624	167566	1801568
430000	265625	168016	1788722
431000	264746	168014	1784567
432000	264204	167263	1776982
433000	264247	167590	1770184
434000	262939	166404	1773918
435000	266460	168749	1797417
436000	266064	168644	1796142
437000	265414	167999	1792949
438000	264687	167509	1783886
439000	264306	166906	1789399
440000	263250	166043	1792955
441000	265180	167856	1785394
442000	263866	166813	1776670
443000	264135	166869	1792611
444000	263300	166037	1792422
445000	263501	166390	1776851
446000	264331	167280	1773519
447000	264278	167340	1776637
449000	260989	165202	1759903
450000	262757	165851	1781827
451000	259329	163776	1774183
452000	259603	163750	1770812
453000	258761	163089	1765455
454000	258273	162808	1768543
455000	256847	162082	1755450
456000	258041	162999	1756838
457000	254210	160248	1739044
459000	257382	162510	1760286
460000	257341	162660	1760918
461000	257462	162327	1767466
462000	256565	161977	1759865
463000	253833	159648	1748974
464000	254229	160449	1742151
465000	253655	159861	1735933
466000	254176	160636	1739028
467000	255093	161329	1734092
468000	255366	161745	1735089
469000	254534	160785	1744453
470000	257010	162332	1744817
471000	257920	163284	1743670
472000	257406	162767	1746395
473000	257503	162892	1738213
474000	257625	163202	1739817
475000	255729	161343	1736863
476000	256856	162449	1741712
477000	254514	160328	1742344
478000	253703	159406	1747997
479000	251931	157695	1744561
480000	254579	160078	1748198
482000	253397	158931	1746974
483000	254735	159777	1758409
484000	251117	157231	1741390
485000	251461	157167	1748195
486000	252313	157869	1741170
487000	253096	158553	1750318
488000	251345	157534	1736081
489000	250423	157007	1725345
490000	249233	156657	1710813
491000	249835	157241	1716868
492000	248495	156398	1714026
493000	247803	156068	1703248
494000	248791	157138	1701163
495000	248630	156589	1704790
496000	248305	156480	1702200
497000	250565	157952	1725533
499000	247134	154756	1733051
500000	246936	154152	1744275
501000	244935	153267	1737826
502000	245913	153930	1736636
503000	246285	154300	1745825
504000	247210	155107	1750242
505000	245518	154146	1736513
507000	245230	154068	1743392
508000	242638	152184	1716785
509000	244969	154210	1708671
510000	246816	155054	1726360
511000	247817	155828	1729306
512000	246048	154173	1736523
513000	245237	153769	1725653
514000	245855	153779	1737797
515000	244291	153250	1712588
516000	245363	153662	1725505
517000	243944	152770	1721392
518000	243706	152924	1713184
519000	244110	152824	1709539
520000	245440	153747	1717403
521000	244314	152989	1711964
522000	242805	152808	1688827
523000	243892	152983	1712413
524000	243200	152612	1705071
525000	244233	153882	1694367
526000	242781	152482	1692967
527000	242074	152329	1686852
528000	242889	152577	1689116
529000	242499	152477	1685386
531000	240854	151277	1687042
532000	243199	152931	1695517
533000	242055	151969	1697210
534000	241759	151458	1695563
535000	241098	151202	1685837
536000	241101	151189	1686945
537000	241779	151968	1686385
538000	240436	150964	1680764
539000	241153	151080	1691869
540000	239439	150339	1686640
541000	238678	149634	1693299
542000	238481	149513	1692920
543000	236640	148069	1686988
544000	236638	147841	1679211
545000	238470	149431	1683475
546000	239436	150420	1685576
547000	238612	149664	1685870
548000	240528	150449	1710385
549000	238352	149271	1690029
550000	237872	149259	1679506
551000	237811	149022	1677418
552000	240353	151217	1685919
553000	242028	152032	1697885
554000	239879	151101	1682424
555000	241655	152160	1693513
556000	242273	152740	1705158
557000	242835	153064	1704997
558000	239464	150282	1705116
559000	238924	149589	1717212
560000	236767	148156	1707721
561000	238387	149743	1707063
562000	237953	149161	1714983
563000	238461	149786	1713251
564000	237299	149451	1695100
565000	237390	149573	1689792
566000	238265	150155	1696479
567000	239135	150968	1697817
568000	238000	150320	1694511
569000	239275	151093	1702475
570000	239565	150753	1717013
571000	239186	150381	1715214
572000	239759	150573	1723314
574000	236079	148073	1689776
575000	236229	147777	1695224
576000	237201	148722	1694766
577000	237435	148483	1688899
578000	237303	148789	1681087
579000	235586	147419	1681147
580000	237149	148224	1694264
581000	236320	148179	1679291
582000	235145	147361	1674021
583000	236042	148068	1681894
584000	237009	148626	1691081
585000	234692	146827	1682553
586000	236143	147793	1696958
587000	237519	148934	1695936
588000	235956	147896	1696626
589000	235630	147209	1691547
590000	233258	145871	1672177
591000	233629	145869	1690455
592000	232687	145471	1674921
593000	231431	144285	1670582
594000	231596	144225	1682624
595000	231625	144744	1673645
596000	231904	144887	1674962
597000	232010	145024	1678733
598000	230358	143903	1662067
599000	230951	144588	1660202
600000	234085	146777	1678431
601000	231547	144495	1678906
602000	230569	143476	1686536
603000	232457	144490	1703343
604000	232028	144832	1692999
605000	230620	143762	1689989
606000	232570	145148	1709839
607000	231890	144741	1698128
608000	233380	145734	1699847
609000	233526	146062	1703064
610000	231486	144929	1684836
611000	230211	144460	1671100
612000	230396	144442	1674015
613000	232258	145603	1689828
614000	232978	146049	1706434
615000	234377	146704	1721906
616000	234850	147074	1719133
617000	233660	145789	1716899
618000	235024	146621	1726346
619000	234785	146184	1726837
620000	234181	146308	1702926
621000	234619	146421	1711338
622000	233266	145183	1715152
623000	229957	142780	1702840
624000	231360	143707	1717062
625000	231903	143641	1719150
626000	232782	144530	1720271
627000	231416	143469	1712354
628000	231353	143385	1715957
629000	232653	143896	1736699
630000	231264	142792	1723914
631000	229787	141732	1724480
632000	228815	141202	1710690
633000	228803	141091	1719235
634000	227775	140724	1711734
635000	228956	142235	1704207
636000	228506	141873	1704225
637000	227902	141624	1698153
638000	229076	141958	1724879
639000	228298	141163	1724833
640000	229355	142201	1726282
641000	228216	141417	1723202
642000	227318	141181	1698879
643000	229186	142040	1713901
644000	229288	142559	1709987
645000	227683	141925	1697289
646000	227029	140950	1708738
647000	227149	141420	1696758
648000	227090	140796	1704861
649000	229068	142217	1717829
650000	228100	141465	1704825
651000	228560	142304	1699654
652000	228096	142344	1688580
653000	229476	143008	1708020
654000	228153	142204	1701736
655000	226336	140646	1688744
656000	227840	141546	1701438
657000	226157	139588	1708894
658000	226062	139566	1704710
660000	227307	140235	1718338
661000	225895	139103	1709928
662000	224374	138268	1706022
663000	225057	138780	1707767
664000	224530	138153	1709396
665000	224976	138351	1715952
666000	225526	138607	1717041
667000	224585	138135	1709530
668000	223409	137298	1712845
669000	223304	137374	1700669
670000	223659	138336	1690999
671000	223436	138003	1690128
672000	223433	137980	1691050
673000	221653	136558	1683481
674000	223302	137901	1689061
675000	221962	136877	1682592
676000	225136	138600	1705046
677000	224884	138621	1697561
678000	225035	139046	1689443
679000	224311	138499	1686561
680000	224072	138680	1674315
681000	225170	139563	1676128
682000	225474	139911	1683738
683000	224559	139015	1689411
684000	223778	138515	1691195
686000	224602	139092	1689041
687000	223819	138292	1687972
688000	224587	138741	1691280
689000	224389	137889	1703686
690000	224653	137903	1710109
691000	224885	137960	1707898
692000	224834	138036	1711210
693000	222461	136495	1705712
694000	223925	137818	1704628
695000	221895	136489	1689218
696000	220980	136390	1679999
697000	222317	137485	1694398
698000	219932	135336	1695993
699000	221321	136525	1700336
700000	219471	135561	1679067
701000	221328	136888	1676129
702000	218091	134819	1662699
703000	218413	134578	1669806
704000	220250	135873	1688577
706000	221055	136211	1697632
707000	221710	136872	1696687
708000	221150	136173	1703640
709000	219467	134999	1700801
710000	217639	133639	1681905
711000	216830	133548	1665252
712000	215999	132745	1661824
713000	213601	131218	1638053
714000	213424	131450	1634984
716000	212989	131062	1637110
717000	212270	130495	1641121
718000	213523	130721	1656370
719000	212995	130426	1651317
720000	213030	130205	1659954
721000	214007	131507	1653428
722000	214771	131986	1658285
723000	214773	131673	1666068
725000	214198	131566	1651227
726000	214993	132869	1636672
727000	215050	132807	1638419
728000	215232	133062	1641380
729000	216390	133671	1652577
730000	216660	133517	1666972
731000	217246	133803	1671770
732000	217042	133495	1669608
733000	215636	132199	1662353
734000	214382	130770	1674747
735000	215151	131451	1674321
736000	214453	130907	1675072
737000	214808	130997	1676675
738000	213633	130363	1667913
739000	213242	130079	1658544
740000	211901	129167	1660806
741000	212249	129556	1665646
742000	212532	129833	1657931
743000	212147	129257	1664801
744000	214204	130115	1681706
745000	213633	129328	1683341
746000	213888	129763	1694901
747000	213395	129467	1687468
748000	211517	128157	1661464
749000	214901	130325	1691319
750000	213802	129782	1672399
751000	212676	129297	1656875
752000	212915	129112	1676702
753000	215263	131174	1676351
755000	212756	129131	1679618
756000	211795	128923	1660681
757000	212114	129019	1664877
758000	214053	130740	1672215
759000	214297	130832	1680829
761000	213791	130051	1696521
762000	209723	127138	1684416
763000	210708	128163	1685077
764000	210461	127581	1682966
765000	211105	128121	1684684
766000	210096	127247	1680147
767000	212304	129102	1677233
768000	210704	128139	1666705
769000	211838	128743	1675663
770000	212183	128864	1679677
771000	212598	129373	1678543
773000	213951	129996	1694962
774000	211362	128071	1684240
775000	211648	128394	1680684
776000	211013	127953	1677764
777000	211129	128294	1675370
778000	209996	126676	1690315
779000	210341	127378	1684486
780000	209814	126958	1688118
781000	209982	127319	1685952
782000	208930	126255	1680670
783000	208052	125553	1679638
784000	208090	125752	1669844
785000	209088	126533	1666361
786000	209339	126704	1665250
787000	209321	126997	1657942
788000	210251	127585	1672037
789000	212146	128671	1681438
790000	210600	127469	1674489
791000	211815	128054	1690194
792000	211222	128322	1680263
793000	211487	128527	1680111
794000	210202	127643	1680521
795000	212376	129170	1695559
796000	210750	127844	1684346
797000	211824	128337	1681197
798000	209852	127044	1662570
799000	208732	126272	1665422
800000	209989	127734	1660045
801000	210073	128095	1651708
802000	208659	126375	1663451
803000	209323	127231	1662245
804000	209605	127037	1680459
805000	209589	127414	1674670
806000	208725	126448	1683231
807000	209393	127449	1662478
808000	208755	126673	1667318
809000	209029	127005	1665494
810000	208669	126870	1663272
811000	209760	127831	1662190
812000	208891	127139	1656213
813000	208711	127159	1662603
814000	209518	128199	1655067
815000	209805	128281	1659116
816000	210496	129032	1668538
817000	209517	127797	1674624
818000	210461	128172	1693817
819000	209247	127498	1680108
820000	210149	127736	1685828
821000	209163	127121	1681651
822000	209513	127713	1673597
823000	206959	125720	1670217
824000	208762	126965	1681213
825000	208332	126699	1670765
826000	208183	127184	1661387
827000	207578	126384	1667009
828000	209629	127768	1674231
829000	208816	127472	1672265
830000	208309	127051	1676118
831000	207252	126240	1653955
832000	207760	126518	1662008
833000	208738	127567	1658333
834000	208571	127659	1647022
835000	208417	127904	1643577
836000	209508	128538	1653070
838000	209401	128389	1651087
839000	207829	126927	1646075
840000	206677	125853	1651268
841000	207403	126138	1667176
842000	208208	126819	1657843
843000	208350	127004	1658266
844000	205176	124459	1654535
846000	205695	124793	1655790
847000	206125	124832	1661578
848000	205258	124261	1659418
849000	206632	125030	1673296
850000	206603	125040	1674140
851000	204416	123519	1662877
852000	205519	123851	1677902
854000	204531	123883	1662129
855000	204494	124018	1650776
856000	203426	123179	1653089
857000	205932	125584	1649111
858000	204597	124512	1636804
859000	205852	125811	1630570
860000	206551	126527	1637435
861000	207462	126449	1655872
862000	205289	124825	1639549
863000	205363	124942	1634363
864000	204145	124235	1622909
865000	204027	124072	1624002
866000	203714	123861	1633322
867000	206332	125251	1655386
868000	205640	124935	1644329
869000	205789	125293	1649037
870000	205735	125522	1636662
871000	203176	123436	1634332
872000	205257	124668	1636087
873000	205129	124680	1642141
874000	206714	126188	1645567
875000	206186	125487	1645908
876000	206293	125331	1650902
877000	205448	125038	1641692
878000	204294	124275	1630859
880000	203815	123562	1638776
881000	203285	122810	1642211
882000	202858	122840	1639504
883000	203315	122958	1649024
884000	202560	122516	1643660
885000	201707	121642	1646768
886000	202294	121899	1660949
887000	200971	120846	1652567
888000	201958	121594	1654125
889000	201664	121413	1643716
890000	201631	121193	1654953
891000	199884	120420	1641934
892000	201288	121414	1646132
894000	202909	122383	1650365
895000	203599	123315	1644183
896000	202951	122476	1653792
897000	203781	123068	1657177
898000	203600	123605	1635603
899000	204794	124317	1655564
900000	204758	124159	1657417
901000	205218	124499	1662444
902000	202913	123391	1643025
903000	203365	123667	1650737
904000	204622	124199	1670456
905000	203669	123829	1650579
906000	203544	123846	1655732
907000	203482	123726	1664143
908000	202408	122856	1648786
909000	202095	122576	1662151
910000	201666	122326	1650883
911000	203111	123451	1658742
912000	201268	122210	1646503
913000	200964	122044	1642943
914000	202320	123024	1650695
915000	202480	122924	1665912
917000	203699	124040	1646661
918000	202680	123610	1640301
919000	202168	123436	1634859
920000	204685	125388	1647035
921000	204979	125549	1646821
922000	204757	125511	1642978
923000	204207	125306	1640049
924000	203867	124848	1638136
925000	201933	123847	1620655
926000	201480	123303	1619420
927000	202287	123510	1632188
928000	202060	123619	1636737
929000	202544	123785	1646192
930000	202046	123158	1648920
931000	201976	123582	1635039
932000	200735	122745	1637128
933000	199449	121537	1635298
934000	201246	122633	1652638
935000	199827	121516	1644744
936000	200300	121883	1646892
937000	199839	121682	1650845
938000	199773	121603	1648287
939000	200763	122277	1649534
940000	202676	122974	1671927
941000	202311	122778	1671088
942000	202810	123829	1653953
943000	200746	121762	1658027
944000	201337	122222	1665340
945000	200243	121558	1655581
946000	201210	122095	1656388
947000	200713	121629	1661858
949000	203664	123698	1682271
950000	202420	122848	1681907
951000	202411	122838	1679427
952000	203386	123671	1686634
953000	203655	124115	1685056
954000	203032	123983	1674146
955000	202734	124126	1659590
956000	202978	124437	1670620
957000	203047	124587	1670800
958000	201727	123617	1657237
959000	203168	124719	1659481
961000	203496	124881	1663094
962000	202314	124217	1649758
963000	204044	125119	1658224
964000	204844	126007	1651443
965000	203801	124977	1653853
966000	203378	124831	1649608
967000	204267	125384	1652036
968000	203643	124892	1649427
969000	202769	124001	1650988
970000	201145	123088	1640639
971000	201562	122982	1644456
972000	201207	122956	1637059
973000	199481	121808	1638564
974000	200033	122072	1645898
975000	200280	121987	1654689
976000	198901	121104	1640189
977000	199836	121609	1643986
978000	200515	122328	1647876
979000	199537	121425	1652513
980000	199986	121728	1651725
981000	199151	121022	1639313
982000	200016	121484	1655544
983000	201403	122410	1664466
984000	201191	121830	1672827
985000	201197	122076	1670833
986000	202602	123542	1673879
987000	200960	121760	1683834
988000	201916	122717	1682669
989000	200337	121608	1670192
990000	199111	120536	1667803
991000	199562	120885	1672757
992000	199227	120370	1671775
993000	198052	119710	1660681
994000	197942	119972	1658925
995000	197812	120091	1648042
996000	197833	120302	1648404
997000	198816	120821	1665072
998000	197993	120279	1655951
999000	199611	121018	1669685
1000000	200376	121914	1665626
1001000	199830	121978	1650764
1002000	200419	122582	1642660
1003000	201964	123326	1642429
1004000	199544	121436	1638063
1005000	199597	121850	1627279
1006000	200003	121950	1648170
1008000	200426	122860	1635773
1009000	199363	122448	1623686
1010000	201463	123287	1649331
1011000	199006	121340	1650015
1012000	199235	121515	1643139
1013000	200407	122574	1654431
1014000	199551	121889	1645551
1015000	199694	122290	1639573
1016000	201692	123874	1642095
1017000	198374	121197	1638509
1018000	198907	121923	1626629
1019000	200016	122597	1639873
1020000	199492	121727	1649437
1021000	201598	122998	1659259
1022000	201449	122865	1669131
1023000	201640	123224	1674774
1024000	201957	123074	1685708
1025000	202698	123799	1692121
1026000	202277	123369	1698033
1027000	203468	124829	1684253
1028000	205192	126093	1685786
1029000	202767	124129	1686940
1030000	204076	125778	1672202
1031000	204317	125981	1674171
1032000	202503	124778	1650611
1033000	200426	123207	1639029
1034000	202560	124429	1664287
1035000	200314	123265	1639711
1036000	199656	122319	1647298
1037000	200848	123049	1659544
1038000	201495	123674	1659046
1039000	201967	124123	1653006
1040000	200493	123563	1636452
1041000	203423	125366	1662376
1042000	203948	125580	1664040
1043000	203007	124736	1669470
1044000	202639	124826	1674779
1045000	200682	123487	1656081
1046000	201382	124077	1652905
1047000	199776	122726	1651101
1048000	200367	123107	1651054
1050000	200927	123713	1652063
1051000	200490	123382	1657483
1052000	201125	123652	1659804
1053000	201664	123983	1662343
1054000	200500	123391	1653120
1055000	200987	123740	1648263
1056000	200809	123679	1649127
1057000	199760	122423	1665232
1058000	199363	122709	1642824
1059000	199810	123099	1638628
1060000	197643	121881	1610486
1061000	198597	122571	1607942
1062000	197468	121699	1608212
1064000	199342	122875	1627507
1065000	200250	123612	1622478
1066000	199734	122911	1628517
1067000	200563	123327	1644690
1068000	200123	122982	1639374
1069000	200915	123559	1647709
1070000	199284	122369	1627110
1071000	199962	122693	1628738
1072000	199400	122316	1631942
1073000	200548	123413	1631035
1074000	200228	122886	1629769
1076000	201116	124063	1623617
1077000	201078	124704	1609483
1078000	200927	124107	1623233
1079000	199372	122972	1623645
1080000	199070	122582	1627741
1081000	198646	122369	1624659
1082000	198950	122419	1629654
1083000	198432	121854	1629441
1084000	197908	121115	1633054
1085000	197930	121063	1633814
1086000	198013	121718	1626783
1087000	198078	121755	1622039
1088000	198486	121805	1630215
1089000	198150	121564	1634766
1090000	196682	120378	1631733
1091000	197462	120838	1636512
1092000	197660	120537	1647568
1093000	198176	121028	1654710
1094000	198609	121329	1652467
1095000	198805	121619	1652179
1096000	199653	122735	1650655
1097000	199604	122264	1653578
1098000	199018	122131	1652418
1099000	198536	121628	1648886
1100000	197486	121228	1641036
1101000	196539	120292	1631461
1102000	196911	120546	1636656
1104000	196801	119867	1655953
1105000	196522	119633	1654464
1106000	198132	120634	1666054
1107000	198193	120831	1665389
1108000	196573	119452	1657739
1109000	195650	119290	1651579
1110000	194747	118369	1651929
1111000	196368	119764	1657277
1112000	195473	119556	1650858
