"short_Tag","season","Mean_Value","Trait"
"11_09","2020",-0.104545654082527,"Protein"
"11_09","2021",0.383809114359412,"Protein"
"11_10","2019",2.90665893271462,"Protein"
"11_10","2020",0.520454345917472,"Protein"
"11_10","2021",2.29780911435941,"Protein"
"11_11","2019",2.73165893271462,"Protein"
"11_11","2020",-1.33454565408253,"Protein"
"11_11","2021",1.59130911435941,"Protein"
"11_12","2019",0.816658932714617,"Protein"
"11_12","2020",0.467954345917472,"Protein"
"11_12","2021",-0.101190885640587,"Protein"
"11_13","2019",2.09332559938128,"Protein"
"11_13","2020",0.825454345917472,"Protein"
"11_13","2021",1.73380911435941,"Protein"
"11_16","2019",0.0116589327146173,"Protein"
"11_16","2020",-0.409545654082528,"Protein"
"11_16","2021",1.30630911435941,"Protein"
"11_19","2019",0.406658932714617,"Protein"
"11_19","2020",-0.622045654082528,"Protein"
"11_19","2021",2.52630911435941,"Protein"
"12_03","2019",-1.36000773395205,"Protein"
"12_03","2020",-1.92954565408253,"Protein"
"12_03","2021",-2.69419088564059,"Protein"
"12_04","2019",-1.29334106728538,"Protein"
"12_04","2020",-0.382045654082527,"Protein"
"12_04","2021",-1.95819088564059,"Protein"
"12_05","2019",-1.87667440061872,"Protein"
"12_05","2020",-1.07954565408253,"Protein"
"12_05","2021",-0.85952421897392,"Protein"
"12_07","2019",-1.93000773395205,"Protein"
"12_07","2020",-1.40954565408253,"Protein"
"12_07","2021",2.78130911435941,"Protein"
"12_09","2019",-1.95667440061872,"Protein"
"12_09","2020",-1.29454565408253,"Protein"
"12_09","2021",-2.98369088564059,"Protein"
"12_11","2019",-2.00667440061872,"Protein"
"12_11","2020",-2.10204565408253,"Protein"
"12_11","2021",-2.78619088564059,"Protein"
"12_12","2019",-2.01334106728538,"Protein"
"12_12","2020",-1.71204565408253,"Protein"
"12_12","2021",0.480475781026081,"Protein"
"12_15","2019",-2.21000773395205,"Protein"
"12_15","2020",-1.97704565408253,"Protein"
"12_15","2021",-2.87869088564059,"Protein"
"12_16","2019",-2.26000773395205,"Protein"
"12_16","2020",-0.617045654082527,"Protein"
"12_16","2021",-1.57952421897392,"Protein"
"12_19","2019",-0.476674400618717,"Protein"
"12_19","2020",0.125454345917472,"Protein"
"12_19","2021",2.59047578102608,"Protein"
"13_01","2019",0.609992266047951,"Protein"
"13_01","2020",0.980454345917473,"Protein"
"13_01","2021",-3.25619088564059,"Protein"
"13_03","2019",-0.413341067285382,"Protein"
"13_03","2020",-1.04204565408253,"Protein"
"13_03","2021",-0.122857552307253,"Protein"
"13_05","2019",-1.66667440061872,"Protein"
"13_05","2020",-0.934545654082528,"Protein"
"13_05","2021",-1.96119088564059,"Protein"
"13_06","2019",0.0133255993812842,"Protein"
"13_06","2020",-0.219545654082528,"Protein"
"13_06","2021",-0.260190885640586,"Protein"
"13_08","2019",-0.236674400618716,"Protein"
"13_08","2020",0.457954345917473,"Protein"
"13_08","2021",0.65047578102608,"Protein"
"13_11","2019",2.41665893271462,"Protein"
"13_11","2020",0.725454345917472,"Protein"
"13_11","2021",-0.358190885640586,"Protein"
"13_12","2019",1.38999226604795,"Protein"
"13_12","2020",0.737954345917473,"Protein"
"13_12","2021",0.521309114359413,"Protein"
"13_13","2019",1.16999226604795,"Protein"
"13_13","2020",2.87045434591747,"Protein"
"13_13","2021",2.28130911435941,"Protein"
"13_18","2019",-2.31000773395205,"Protein"
"13_18","2020",-2.58204565408253,"Protein"
"13_18","2021",-2.87619088564059,"Protein"
"13_20","2019",-1.30834106728538,"Protein"
"13_20","2020",-0.322045654082527,"Protein"
"13_20","2021",-2.16219088564059,"Protein"
"14_01","2019",1.14332559938128,"Protein"
"14_01","2020",-1.26204565408253,"Protein"
"14_01","2021",2.20130911435941,"Protein"
"14_03","2019",1.41999226604795,"Protein"
"14_03","2020",-0.352045654082527,"Protein"
"14_03","2021",0.613809114359414,"Protein"
"14_04","2019",0.606658932714617,"Protein"
"14_04","2020",0.157954345917472,"Protein"
"14_04","2021",2.92130911435941,"Protein"
"14_05","2019",-0.516674400618715,"Protein"
"14_05","2020",1.79128767925081,"Protein"
"14_05","2021",1.38380911435941,"Protein"
"14_06","2019",1.08332559938128,"Protein"
"14_06","2020",-0.0620456540825276,"Protein"
"14_06","2021",0.758809114359414,"Protein"
"14_07","2019",0.483325599381284,"Protein"
"14_07","2020",0.940454345917472,"Protein"
"14_07","2021",1.94780911435941,"Protein"
"14_09","2019",1.96999226604795,"Protein"
"14_09","2020",0.245454345917472,"Protein"
"14_09","2021",1.04380911435941,"Protein"
"14_10","2019",3.65332559938128,"Protein"
"14_10","2020",3.11295434591747,"Protein"
"14_10","2021",3.96630911435941,"Protein"
"14_12","2019",1.39665893271462,"Protein"
"14_12","2020",1.19045434591747,"Protein"
"14_12","2021",1.69780911435941,"Protein"
"14_14","2019",0.419992266047951,"Protein"
"14_14","2020",0.0179543459174729,"Protein"
"14_14","2021",1.92580911435941,"Protein"
"15_04","2019",-1.36667440061872,"Protein"
"15_04","2020",-0.722045654082527,"Protein"
"15_04","2021",-0.358690885640586,"Protein"
"15_05","2019",0.239992266047951,"Protein"
"15_05","2020",0.515454345917473,"Protein"
"15_05","2021",0.823809114359413,"Protein"
"15_07","2019",-0.446674400618715,"Protein"
"15_07","2020",-0.678712320749193,"Protein"
"15_07","2021",-0.654190885640586,"Protein"
"15_08","2019",-0.720007733952049,"Protein"
"15_08","2020",0.755454345917473,"Protein"
"15_08","2021",0.147142447692747,"Protein"
"15_09","2019",0.396658932714618,"Protein"
"15_09","2020",-0.0245456540825275,"Protein"
"15_09","2021",0.301809114359413,"Protein"
"15_11","2019",-1.76667440061872,"Protein"
"15_11","2020",-0.229545654082528,"Protein"
"15_11","2021",-3.25619088564059,"Protein"
"15_16","2019",0.476658932714617,"Protein"
"15_16","2020",1.69295434591747,"Protein"
"15_16","2021",-0.196190885640586,"Protein"
"15_18","2019",0.506658932714617,"Protein"
"15_18","2020",0.372954345917472,"Protein"
"15_18","2021",2.43047578102608,"Protein"
"15_19","2019",2.62665893271462,"Protein"
"15_19","2020",0.612954345917473,"Protein"
"15_19","2021",-0.266190885640586,"Protein"
"15_20","2019",0.033325599381285,"Protein"
"15_20","2020",-2.53954565408253,"Protein"
"15_20","2021",-2.60419088564059,"Protein"
"16_02","2019",1.97665893271462,"Protein"
"16_02","2020",-0.542045654082528,"Protein"
"16_02","2021",-0.0936908856405863,"Protein"
"16_03","2019",-2.03000773395205,"Protein"
"16_03","2020",-0.529545654082527,"Protein"
"16_03","2021",-1.42219088564059,"Protein"
"16_04","2019",0.066658932714617,"Protein"
"16_04","2020",0.737954345917473,"Protein"
"16_04","2021",0.297809114359413,"Protein"
"16_05","2019",0.399992266047952,"Protein"
"16_05","2020",0.150454345917471,"Protein"
"16_05","2021",-0.410190885640586,"Protein"
"16_06","2019",0.546658932714617,"Protein"
"16_06","2020",1.56045434591747,"Protein"
"16_06","2021",1.26380911435941,"Protein"
"16_07","2019",0.56999226604795,"Protein"
"16_07","2020",-0.0720456540825274,"Protein"
"16_07","2021",-0.0786908856405866,"Protein"
"16_10","2019",0.00999226604795034,"Protein"
"16_10","2020",-0.647045654082528,"Protein"
"16_10","2021",-1.38819088564059,"Protein"
"16_14","2019",0.316658932714618,"Protein"
"16_14","2020",1.43045434591747,"Protein"
"16_14","2021",-0.572190885640587,"Protein"
"16_16","2019",-0.470007733952049,"Protein"
"16_16","2020",-2.49954565408253,"Protein"
"16_16","2021",-2.44869088564059,"Protein"
"16_17","2019",0.513325599381284,"Protein"
"16_17","2020",0.102954345917473,"Protein"
"16_17","2021",1.39130911435941,"Protein"
"17_02","2019",-0.316674400618716,"Protein"
"17_02","2020",-0.612045654082527,"Protein"
"17_02","2021",-2.50219088564059,"Protein"
"17_03","2019",-1.71000773395205,"Protein"
"17_03","2020",-1.68704565408253,"Protein"
"17_03","2021",-3.03019088564059,"Protein"
"17_04","2019",-1.10000773395205,"Protein"
"17_04","2020",1.12295434591747,"Protein"
"17_04","2021",-1.77119088564059,"Protein"
"17_05","2019",-2.25334106728538,"Protein"
"17_05","2020",-0.694545654082527,"Protein"
"17_05","2021",-2.56619088564059,"Protein"
"17_06","2019",1.39999226604795,"Protein"
"17_06","2020",-0.212045654082528,"Protein"
"17_06","2021",1.18780911435941,"Protein"
"17_07","2019",-0.278341067285383,"Protein"
"17_07","2020",-0.217045654082528,"Protein"
"17_07","2021",-1.15952421897392,"Protein"
"17_08","2019",0.359992266047951,"Protein"
"17_08","2020",0.412954345917473,"Protein"
"17_08","2021",-1.55619088564059,"Protein"
"17_09","2019",-1.21000773395205,"Protein"
"17_09","2020",2.50795434591747,"Protein"
"17_09","2021",0.147809114359413,"Protein"
"17_10","2019",0.129992266047951,"Protein"
"17_10","2020",-0.467045654082527,"Protein"
"17_10","2021",-0.00419088564058612,"Protein"
"17_11","2019",-0.430007733952049,"Protein"
"17_11","2020",0.257954345917473,"Protein"
"17_11","2021",0.293809114359413,"Protein"
"18_01","2019",-0.393341067285383,"Protein"
"18_01","2020",-0.289545654082527,"Protein"
"18_01","2021",0.418809114359414,"Protein"
"18_03","2019",1.27665893271462,"Protein"
"18_03","2020",-0.387045654082527,"Protein"
"18_03","2021",-1.18019088564059,"Protein"
"18_04","2019",-1.22667440061872,"Protein"
"18_04","2020",-2.37954565408253,"Protein"
"18_04","2021",-0.602190885640586,"Protein"
"18_05","2019",-1.77000773395205,"Protein"
"18_05","2020",1.75545434591747,"Protein"
"18_05","2021",-2.24119088564059,"Protein"
"18_07","2019",-1.85667440061872,"Protein"
"18_07","2020",-1.02454565408253,"Protein"
"18_07","2021",-0.883690885640587,"Protein"
"18_08","2019",2.15332559938128,"Protein"
"18_08","2020",1.58045434591747,"Protein"
"18_08","2021",-1.07369088564059,"Protein"
"18_11","2019",-0.596674400618715,"Protein"
"18_11","2020",-1.54454565408253,"Protein"
"18_11","2021",-1.01819088564059,"Protein"
"18_13","2019",0.676658932714618,"Protein"
"18_13","2020",-0.0395456540825272,"Protein"
"18_13","2021",-0.466190885640587,"Protein"
"18_17","2019",-2.63334106728538,"Protein"
"18_17","2020",-2.67204565408253,"Protein"
"18_17","2021",-1.62369088564059,"Protein"
"18_20","2019",0.583325599381285,"Protein"
"18_20","2020",-1.87704565408253,"Protein"
"18_20","2021",-0.562857552307253,"Protein"
"19_02","2019",-0.00334106728538212,"Protein"
"19_02","2020",0.240454345917473,"Protein"
"19_02","2021",-1.35019088564059,"Protein"
"19_03","2019",1.87999226604795,"Protein"
"19_03","2020",0.987954345917472,"Protein"
"19_03","2021",-0.820190885640587,"Protein"
"19_04","2019",2.08999226604795,"Protein"
"19_04","2020",2.12795434591747,"Protein"
"19_04","2021",2.05630911435941,"Protein"
"19_07","2019",-1.37000773395205,"Protein"
"19_07","2020",0.307954345917474,"Protein"
"19_07","2021",0.0763091143594137,"Protein"
"19_08","2019",2.88332559938128,"Protein"
"19_08","2020",2.04045434591747,"Protein"
"19_08","2021",1.17630911435941,"Protein"
"19_09","2019",0.0466589327146174,"Protein"
"19_09","2020",-1.41704565408253,"Protein"
"19_09","2021",-0.331190885640586,"Protein"
"19_10","2019",1.65999226604795,"Protein"
"19_10","2020",0.650454345917473,"Protein"
"19_10","2021",1.97047578102608,"Protein"
"19_14","2019",0.226658932714617,"Protein"
"19_14","2020",-1.87204565408253,"Protein"
"19_14","2021",-1.69119088564059,"Protein"
"19_15","2019",0.369992266047951,"Protein"
"19_15","2020",-1.49954565408253,"Protein"
"19_15","2021",-2.32369088564059,"Protein"
"19_20","2019",0.599992266047951,"Protein"
"19_20","2020",1.67128767925081,"Protein"
"19_20","2021",0.853809114359414,"Protein"
"20_01","2019",-0.310007733952049,"Protein"
"20_01","2020",1.25295434591747,"Protein"
"20_01","2021",1.11780911435941,"Protein"
"20_02","2019",-0.710007733952049,"Protein"
"20_02","2020",-1.81204565408253,"Protein"
"20_02","2021",-2.39619088564059,"Protein"
"20_04","2019",-1.58334106728538,"Protein"
"20_04","2020",-1.12954565408253,"Protein"
"20_04","2021",-1.07119088564059,"Protein"
"20_05","2019",2.81332559938128,"Protein"
"20_05","2020",2.21295434591747,"Protein"
"20_05","2021",1.31380911435941,"Protein"
"20_07","2019",1.30999226604795,"Protein"
"20_07","2020",0.772954345917473,"Protein"
"20_07","2021",-1.57869088564059,"Protein"
"20_08","2019",1.64332559938128,"Protein"
"20_08","2020",2.61545434591747,"Protein"
"20_08","2021",-1.28219088564059,"Protein"
"20_10","2019",0.543325599381284,"Protein"
"20_10","2020",-0.947045654082528,"Protein"
"20_10","2021",-1.66869088564059,"Protein"
"20_13","2019",1.64332559938128,"Protein"
"20_13","2020",-0.914545654082527,"Protein"
"20_13","2021",-0.876190885640586,"Protein"
"20_15","2019",1.78665893271462,"Protein"
"20_15","2020",1.28295434591747,"Protein"
"20_15","2021",0.713809114359414,"Protein"
"20_16","2019",-0.726674400618715,"Protein"
"20_16","2020",0.957954345917473,"Protein"
"20_16","2021",0.795809114359414,"Protein"
"21_01","2019",1.54665893271462,"Protein"
"21_01","2020",0.262954345917472,"Protein"
"21_01","2021",-1.10869088564059,"Protein"
"21_02","2019",3.99665893271462,"Protein"
"21_02","2020",3.22045434591747,"Protein"
"21_02","2021",2.53630911435941,"Protein"
"21_03","2019",1.22332559938128,"Protein"
"21_03","2020",2.18295434591747,"Protein"
"21_03","2021",1.99130911435941,"Protein"
"21_04","2019",2.01665893271462,"Protein"
"21_04","2020",2.40795434591747,"Protein"
"21_04","2021",2.40380911435941,"Protein"
"21_05","2019",0.413325599381285,"Protein"
"21_05","2020",1.72045434591747,"Protein"
"21_05","2021",1.81130911435941,"Protein"
"21_07","2019",4.68165893271462,"Protein"
"21_07","2020",3.73545434591747,"Protein"
"21_07","2021",2.67980911435941,"Protein"
"21_10","2019",0.333325599381284,"Protein"
"21_10","2020",-1.15204565408253,"Protein"
"21_10","2021",2.29380911435941,"Protein"
"21_11","2019",1.72665893271462,"Protein"
"21_11","2020",2.74045434591747,"Protein"
"21_11","2021",-0.348690885640587,"Protein"
"21_15","2019",2.01665893271462,"Protein"
"21_15","2020",-0.244545654082527,"Protein"
"21_15","2021",1.68714244769275,"Protein"
"21_20","2019",1.52999226604795,"Protein"
"21_20","2020",-0.537045654082527,"Protein"
"21_20","2021",0.938809114359413,"Protein"
"22_01","2019",-1.10334106728538,"Protein"
"22_01","2020",-0.767045654082527,"Protein"
"22_01","2021",-0.936190885640587,"Protein"
"22_03","2019",-0.0900077339520493,"Protein"
"22_03","2020",-0.947045654082528,"Protein"
"22_03","2021",0.923809114359415,"Protein"
"22_04","2019",-3.20667440061872,"Protein"
"22_04","2020",-1.35954565408253,"Protein"
"22_04","2021",-3.29952421897392,"Protein"
"22_07","2019",0.666658932714617,"Protein"
"22_07","2020",1.59295434591747,"Protein"
"22_07","2021",1.25780911435941,"Protein"
"22_09","2019",0.226658932714617,"Protein"
"22_09","2020",0.555454345917472,"Protein"
"22_09","2021",-0.161190885640586,"Protein"
"22_11","2019",0.146658932714617,"Protein"
"22_11","2020",-1.66454565408253,"Protein"
"22_11","2021",-0.063690885640586,"Protein"
"22_13","2019",-0.243341067285383,"Protein"
"22_13","2020",-1.65204565408253,"Protein"
