
Reading TFAM file /mnt/data/shahar/gwas_barley/morexV3_analysis/USED_GWAS_V2_pipeline/intermediates/morexV3_gwas_genotypes.tfam ....


Reading kinship file /mnt/data/shahar/gwas_barley/morexV3_analysis/USED_GWAS_V2_pipeline/intermediates/morexV3_kinship.aIBS.kinf...

  290 rows and 290 columns were observed with 0 missing values.


Reading the phenotype file /mnt/data/shahar/gwas_barley/data/inputs/betaglucan_corrected_V3.pheno...

  290 rows and 1 columns were observed with 0 missing values


Reading covariate file /mnt/data/shahar/gwas_barley/morexV3_analysis/USED_GWAS_V2_pipeline/intermediates/covariates/pca_pc5.cov...

  290 rows and 5 columns were observed with 0 missing values. Make sure that the intercept is included in the covariates

File reading - elapsed CPU time is 0.019723

eRvals[0] = 0.020490, eRvals[n-q-1] = 215.300288, eRvals[n-q] = 0.000000
eigen_R - elapsed CPU time is 0.100908
etas[0] = 0.176585, lambdas[0] = 0.020490
etas[24] = -0.180386, lambdas[24] = 0.030162
etas[25] = -0.143399, lambdas[25] = 0.030495
etas[26] = -0.247680, lambdas[26] = 0.030594
etas[27] = 0.078463, lambdas[27] = 0.031071
etas[28] = 0.036353, lambdas[28] = 0.031604
etas[29] = -0.054022, lambdas[29] = 0.031639
etas[30] = 0.214062, lambdas[30] = 0.031753
etas[31] = 0.080892, lambdas[31] = 0.032034
etas[32] = -0.305086, lambdas[32] = 0.032166
etas[33] = -0.150036, lambdas[33] = 0.032246
etas[34] = 0.043510, lambdas[34] = 0.032355
etas[35] = -0.095095, lambdas[35] = 0.032533
etas[36] = -0.262622, lambdas[36] = 0.032700
etas[37] = 0.136222, lambdas[37] = 0.032868
etas[38] = -0.232010, lambdas[38] = 0.033240
etas[39] = -0.304289, lambdas[39] = 0.033426
etas[40] = -0.160723, lambdas[40] = 0.033897
etas[41] = 0.013795, lambdas[41] = 0.034063
etas[42] = 0.177949, lambdas[42] = 0.034186
etas[43] = 0.270968, lambdas[43] = 0.034683
etas[44] = 0.008683, lambdas[44] = 0.035201
etas[45] = -0.136650, lambdas[45] = 0.036131
etas[46] = -0.020528, lambdas[46] = 0.036298
etas[47] = 0.071264, lambdas[47] = 0.036407
etas[48] = -0.170756, lambdas[48] = 0.037029
etas[49] = -0.039027, lambdas[49] = 0.037129
etas[50] = -0.226232, lambdas[50] = 0.037532
etas[51] = -0.232995, lambdas[51] = 0.037589
etas[52] = 0.253291, lambdas[52] = 0.037755
etas[53] = 0.050653, lambdas[53] = 0.038023
etas[54] = -0.197257, lambdas[54] = 0.038192
etas[55] = 0.034825, lambdas[55] = 0.038744
etas[56] = 0.227304, lambdas[56] = 0.038957
etas[57] = 0.279578, lambdas[57] = 0.039440
etas[58] = -0.382650, lambdas[58] = 0.039722
etas[59] = 0.270337, lambdas[59] = 0.041008
etas[60] = 0.174374, lambdas[60] = 0.041535
etas[61] = -0.014664, lambdas[61] = 0.041835
etas[62] = -0.064409, lambdas[62] = 0.042087
etas[63] = 0.127457, lambdas[63] = 0.042207
etas[64] = -0.176262, lambdas[64] = 0.042502
etas[65] = -0.256595, lambdas[65] = 0.042904
etas[66] = -0.174041, lambdas[66] = 0.043278
etas[67] = -0.005105, lambdas[67] = 0.044208
etas[68] = 0.034425, lambdas[68] = 0.046177
etas[69] = -0.008180, lambdas[69] = 0.047378
etas[70] = -0.018204, lambdas[70] = 0.049648
etas[71] = -0.183085, lambdas[71] = 0.056814
etas[72] = -0.322216, lambdas[72] = 0.059693
etas[73] = -0.284401, lambdas[73] = 0.061015
etas[74] = -0.228938, lambdas[74] = 0.062033
etas[75] = -0.186708, lambdas[75] = 0.062973
etas[76] = -0.049497, lambdas[76] = 0.064475
etas[77] = -0.098577, lambdas[77] = 0.068032
etas[78] = -0.174468, lambdas[78] = 0.069289
etas[79] = 0.318226, lambdas[79] = 0.082943
etas[80] = -0.261515, lambdas[80] = 0.085329
etas[81] = 0.041569, lambdas[81] = 0.088330
etas[82] = 0.396762, lambdas[82] = 0.090161
etas[83] = 0.120598, lambdas[83] = 0.092552
etas[84] = -0.343001, lambdas[84] = 0.095889
etas[85] = -0.254947, lambdas[85] = 0.096715
etas[86] = -0.155136, lambdas[86] = 0.097492
etas[87] = -0.043680, lambdas[87] = 0.098356
etas[88] = 0.109620, lambdas[88] = 0.099212
etas[89] = -0.077068, lambdas[89] = 0.101997
etas[90] = -0.221696, lambdas[90] = 0.103847
etas[91] = -0.562803, lambdas[91] = 0.104476
etas[92] = -0.220066, lambdas[92] = 0.104838
etas[93] = 0.086131, lambdas[93] = 0.105596
etas[94] = -0.004114, lambdas[94] = 0.107513
etas[95] = -0.310634, lambdas[95] = 0.109019
etas[96] = 0.179140, lambdas[96] = 0.110031
etas[97] = -0.444759, lambdas[97] = 0.110693
etas[98] = -0.244986, lambdas[98] = 0.112242
etas[99] = 0.713444, lambdas[99] = 0.112793
etas[100] = -0.103246, lambdas[100] = 0.114418
etas[101] = -0.323394, lambdas[101] = 0.115540
etas[102] = 0.211114, lambdas[102] = 0.115830
etas[103] = 0.002639, lambdas[103] = 0.116567
etas[104] = 0.463776, lambdas[104] = 0.117079
etas[105] = -0.144124, lambdas[105] = 0.118183
etas[106] = -0.570714, lambdas[106] = 0.118895
etas[107] = 0.032669, lambdas[107] = 0.119301
etas[108] = -0.565768, lambdas[108] = 0.119825
etas[109] = -0.423018, lambdas[109] = 0.120646
etas[110] = 0.117756, lambdas[110] = 0.120888
etas[111] = 0.277865, lambdas[111] = 0.121095
etas[112] = -0.315798, lambdas[112] = 0.121475
etas[113] = 0.240490, lambdas[113] = 0.121778
etas[114] = -0.600245, lambdas[114] = 0.122417
etas[115] = -0.276035, lambdas[115] = 0.123086
etas[116] = -0.503146, lambdas[116] = 0.123864
etas[117] = -0.302503, lambdas[117] = 0.124354
etas[118] = -0.624107, lambdas[118] = 0.124616
etas[119] = -0.180625, lambdas[119] = 0.124915
etas[120] = -0.227302, lambdas[120] = 0.125455
etas[121] = -0.565928, lambdas[121] = 0.126238
etas[122] = -0.597126, lambdas[122] = 0.126332
etas[123] = -0.027701, lambdas[123] = 0.126910
etas[124] = 0.390278, lambdas[124] = 0.127645
etas[125] = 0.004119, lambdas[125] = 0.127995
etas[126] = -0.112748, lambdas[126] = 0.128723
etas[127] = 0.230010, lambdas[127] = 0.128842
etas[128] = 0.174032, lambdas[128] = 0.129330
etas[129] = 0.101000, lambdas[129] = 0.129772
etas[130] = 0.236927, lambdas[130] = 0.130060
etas[131] = 0.257567, lambdas[131] = 0.130684
etas[132] = 0.333715, lambdas[132] = 0.131288
etas[133] = 0.144595, lambdas[133] = 0.131758
etas[134] = 0.236317, lambdas[134] = 0.131973
etas[135] = -0.653679, lambdas[135] = 0.132958
etas[136] = 0.087253, lambdas[136] = 0.133299
etas[137] = -0.745241, lambdas[137] = 0.134031
etas[138] = 0.342837, lambdas[138] = 0.134157
etas[139] = 0.368262, lambdas[139] = 0.134923
etas[140] = -1.124214, lambdas[140] = 0.135060
etas[141] = 0.146560, lambdas[141] = 0.135594
etas[142] = 0.018734, lambdas[142] = 0.136047
etas[143] = 0.348020, lambdas[143] = 0.136651
etas[144] = -0.107639, lambdas[144] = 0.137109
etas[145] = 0.308978, lambdas[145] = 0.137542
etas[146] = -0.245528, lambdas[146] = 0.138260
etas[147] = -0.013004, lambdas[147] = 0.139424
etas[148] = 0.319698, lambdas[148] = 0.139549
etas[149] = -0.411426, lambdas[149] = 0.140277
etas[150] = -0.799578, lambdas[150] = 0.140787
etas[151] = 0.115261, lambdas[151] = 0.141078
etas[152] = 0.378127, lambdas[152] = 0.141516
etas[153] = 0.060845, lambdas[153] = 0.142405
etas[154] = -0.092545, lambdas[154] = 0.143025
etas[155] = -0.075096, lambdas[155] = 0.143247
etas[156] = 0.428273, lambdas[156] = 0.143403
etas[157] = 0.072479, lambdas[157] = 0.144256
etas[158] = 0.382140, lambdas[158] = 0.144990
etas[159] = -0.264227, lambdas[159] = 0.145885
etas[160] = 0.118698, lambdas[160] = 0.146266
etas[161] = 0.121688, lambdas[161] = 0.146840
etas[162] = 0.125556, lambdas[162] = 0.147648
etas[163] = -0.727657, lambdas[163] = 0.147783
etas[164] = 0.103594, lambdas[164] = 0.148534
etas[165] = 0.264871, lambdas[165] = 0.149915
etas[166] = 0.347340, lambdas[166] = 0.150181
etas[167] = -0.294663, lambdas[167] = 0.150595
etas[168] = 0.233920, lambdas[168] = 0.151304
etas[169] = -0.227235, lambdas[169] = 0.151589
etas[170] = -0.050751, lambdas[170] = 0.151881
etas[171] = 0.226498, lambdas[171] = 0.152575
etas[172] = 0.092975, lambdas[172] = 0.152819
etas[173] = 0.365810, lambdas[173] = 0.153079
etas[174] = 0.519662, lambdas[174] = 0.153325
etas[175] = -0.272779, lambdas[175] = 0.154722
etas[176] = -0.465203, lambdas[176] = 0.155003
etas[177] = -0.434167, lambdas[177] = 0.155507
etas[178] = 0.304312, lambdas[178] = 0.156411
etas[179] = 0.399904, lambdas[179] = 0.157471
etas[180] = -0.195168, lambdas[180] = 0.157768
etas[181] = -0.009408, lambdas[181] = 0.159346
etas[182] = 0.443693, lambdas[182] = 0.159566
etas[183] = -0.156345, lambdas[183] = 0.160453
etas[184] = -0.007006, lambdas[184] = 0.160914
etas[185] = 0.288030, lambdas[185] = 0.160972
etas[186] = -0.062990, lambdas[186] = 0.162529
etas[187] = 0.683297, lambdas[187] = 0.163080
etas[188] = 0.093894, lambdas[188] = 0.164411
etas[189] = 0.300767, lambdas[189] = 0.164790
etas[190] = 0.085390, lambdas[190] = 0.165771
etas[191] = 0.028119, lambdas[191] = 0.166350
etas[192] = 0.044988, lambdas[192] = 0.167356
etas[193] = 0.494312, lambdas[193] = 0.167769
etas[194] = 0.432935, lambdas[194] = 0.168486
etas[195] = 0.249742, lambdas[195] = 0.169300
etas[196] = -0.075510, lambdas[196] = 0.170055
etas[197] = 0.470035, lambdas[197] = 0.170376
etas[198] = -0.169011, lambdas[198] = 0.171579
etas[199] = -0.308803, lambdas[199] = 0.172012
etas[200] = 0.040512, lambdas[200] = 0.172664
etas[201] = 0.116697, lambdas[201] = 0.173847
etas[202] = -0.473998, lambdas[202] = 0.174262
etas[203] = 0.102802, lambdas[203] = 0.174855
etas[204] = 0.008677, lambdas[204] = 0.176358
etas[205] = 0.042387, lambdas[205] = 0.176936
etas[206] = -0.480046, lambdas[206] = 0.177476
etas[207] = -0.495378, lambdas[207] = 0.178131
etas[208] = -0.151079, lambdas[208] = 0.178819
etas[209] = -0.562905, lambdas[209] = 0.180860
etas[210] = -0.256987, lambdas[210] = 0.181909
etas[211] = -0.175826, lambdas[211] = 0.182260
etas[212] = 0.285895, lambdas[212] = 0.183080
etas[213] = -0.369648, lambdas[213] = 0.184437
etas[214] = 0.413762, lambdas[214] = 0.186341
etas[215] = 0.781888, lambdas[215] = 0.188732
etas[216] = -0.365326, lambdas[216] = 0.189190
etas[217] = -0.163800, lambdas[217] = 0.190566
etas[218] = 0.267477, lambdas[218] = 0.192088
etas[219] = 0.563750, lambdas[219] = 0.193484
etas[220] = -0.903370, lambdas[220] = 0.193668
etas[221] = 0.656818, lambdas[221] = 0.196258
etas[222] = 0.245388, lambdas[222] = 0.197698
etas[223] = -0.369972, lambdas[223] = 0.198939
etas[224] = 0.602405, lambdas[224] = 0.200566
etas[225] = -0.046018, lambdas[225] = 0.201769
etas[226] = -0.344913, lambdas[226] = 0.204073
etas[227] = 0.632039, lambdas[227] = 0.206126
etas[228] = -0.290300, lambdas[228] = 0.207123
etas[229] = 0.342081, lambdas[229] = 0.208417
etas[230] = 0.038808, lambdas[230] = 0.209952
etas[231] = -1.142593, lambdas[231] = 0.212585
etas[232] = -0.294615, lambdas[232] = 0.215017
etas[233] = -0.054145, lambdas[233] = 0.217936
etas[234] = -0.136667, lambdas[234] = 0.218860
etas[235] = 1.013476, lambdas[235] = 0.221991
etas[236] = -0.154446, lambdas[236] = 0.224363
etas[237] = -0.050212, lambdas[237] = 0.226694
etas[238] = 0.013972, lambdas[238] = 0.232067
etas[239] = -0.615451, lambdas[239] = 0.233324
etas[240] = 0.105860, lambdas[240] = 0.234281
etas[241] = 0.042338, lambdas[241] = 0.236764
etas[242] = 0.644233, lambdas[242] = 0.240173
etas[243] = -0.052810, lambdas[243] = 0.241428
etas[244] = 0.275208, lambdas[244] = 0.248991
etas[245] = 0.307139, lambdas[245] = 0.252125
etas[246] = 0.052057, lambdas[246] = 0.254437
etas[247] = -0.789019, lambdas[247] = 0.259762
etas[248] = 0.274048, lambdas[248] = 0.265019
etas[249] = -0.143549, lambdas[249] = 0.279486
etas[250] = -0.158226, lambdas[250] = 0.286442
etas[251] = 0.744422, lambdas[251] = 0.293875
etas[252] = 0.350999, lambdas[252] = 0.299281
etas[253] = -0.352124, lambdas[253] = 0.304609
etas[254] = 0.695909, lambdas[254] = 0.307887
etas[255] = -0.108969, lambdas[255] = 0.314115
etas[256] = -0.522772, lambdas[256] = 0.319614
etas[257] = 0.390420, lambdas[257] = 0.326639
etas[258] = -0.905514, lambdas[258] = 0.334905
etas[259] = -0.174646, lambdas[259] = 0.344211
etas[260] = -0.808054, lambdas[260] = 0.365033
etas[261] = 0.034518, lambdas[261] = 0.371063
etas[262] = -0.044306, lambdas[262] = 0.377036
etas[263] = -0.152699, lambdas[263] = 0.408799
etas[264] = -0.501202, lambdas[264] = 0.415905
etas[265] = 0.378658, lambdas[265] = 0.446654
etas[266] = 0.105214, lambdas[266] = 0.451924
etas[267] = -0.117617, lambdas[267] = 0.474199
etas[268] = -0.271255, lambdas[268] = 0.503186
etas[269] = -0.108792, lambdas[269] = 0.526433
etas[270] = -0.318560, lambdas[270] = 0.549957
etas[271] = 1.527924, lambdas[271] = 0.558486
etas[272] = -0.151057, lambdas[272] = 0.572328
etas[273] = -0.491560, lambdas[273] = 0.638859
etas[274] = 0.351839, lambdas[274] = 0.660088
etas[275] = 0.508519, lambdas[275] = 0.695686
etas[276] = 0.748863, lambdas[276] = 0.809363
etas[277] = -0.678176, lambdas[277] = 0.885182
etas[278] = -0.733158, lambdas[278] = 0.887143
etas[279] = 0.463410, lambdas[279] = 1.092866
etas[280] = -1.177080, lambdas[280] = 1.130025
etas[281] = -1.064471, lambdas[281] = 1.215260
etas[282] = 0.421157, lambdas[282] = 1.300401
etas[283] = -0.720666, lambdas[283] = 1.468023
etas[284] = -0.153341, lambdas[284] = 215.300288
0	176.036673	175.742220	-81.885483
1	175.742220	175.383080	-81.883715
2	175.383080	174.945177	-81.881560
3	174.945177	174.411442	-81.878933
4	174.411442	173.761202	-81.875734
5	173.761202	172.969475	-81.871840
6	172.969475	172.006136	-81.867103
7	172.006136	170.834971	-81.861346
8	170.834971	169.412601	-81.854359
9	169.412601	167.687295	-81.845889
10	167.687295	165.597707	-81.835640
11	165.597707	163.071586	-81.823263
12	163.071586	160.024582	-81.808356
13	160.024582	156.359286	-81.790456
14	156.359286	151.964780	-81.769048
15	151.964780	146.717026	-81.743567
16	146.717026	140.480606	-81.713418
17	140.480606	133.112402	-81.678012
18	133.112402	124.468004	-81.636817
19	124.468004	114.411633	-81.589450
20	114.411633	102.830340	-81.535803
21	102.830340	89.652891	-81.476226
22	89.652891	74.873083	-81.411771
23	74.873083	58.576061	-81.344515
24	58.576061	40.964575	-81.277943
25	40.964575	22.380224	-81.217394
26	22.380224	3.313074	-81.170513
27	3.313074	-15.607577	-81.147655
28	-15.607577	-33.647097	-81.162130
29	-33.647097	-50.025854	-81.230178
30	-50.025854	-64.001280	-81.370550
31	-64.001280	-74.959559	-81.603618
32	-74.959559	-82.499149	-81.950002
33	-82.499149	-86.487136	-82.428821
34	-86.487136	-87.074195	-83.055796
35	-87.074195	-84.663906	-83.841503
36	-84.663906	-79.843888	-84.790098
37	-79.843888	-73.295609	-85.898770
38	-73.295609	-65.703307	-87.158004
39	-65.703307	-57.679675	-88.552574
40	-57.679675	-49.718666	-90.063042
41	-49.718666	-42.177185	-91.667422
42	-42.177185	-35.280678	-93.342717
43	-35.280678	-29.144144	-95.066100
44	-29.144144	-23.799781	-96.815643
45	-23.799781	-19.224399	-98.570618
46	-19.224399	-15.362382	-100.311506
47	-15.362382	-12.142559	-102.019873
48	-12.142559	-9.489118	-103.678284
49	-9.489118	-7.327780	-105.270381
50	-7.327780	-5.588724	-106.781166
51	-5.588724	-4.207682	-108.197457
52	-4.207682	-3.126202	-109.508443
53	-3.126202	-2.291687	-110.706180
54	-2.291687	-1.657442	-111.785950
55	-1.657442	-1.182736	-112.746362
56	-1.182736	-0.832792	-113.589199
57	-0.832792	-0.578615	-114.319024
58	-0.578615	-0.396626	-114.942624
59	-0.396626	-0.268112	-115.468376
60	-0.268112	-0.178569	-115.905615
61	-0.178569	-0.116998	-116.264075
62	-0.116998	-0.075219	-116.553428
63	-0.075219	-0.047261	-116.782948
64	-0.047261	-0.028831	-116.961281
65	-0.028831	-0.016890	-117.096318
66	-0.016890	-0.009312	-117.195140
67	-0.009312	-0.004628	-117.264020
68	-0.004628	-0.001835	-117.308463
69	-0.001835	-0.000254	-117.333259
70	-0.000254	0.000566	-117.342555
71	0.000566	0.000925	-117.339915
72	0.000925	0.001017	-117.328388
73	0.001017	0.000964	-117.310552
74	0.000964	0.000844	-117.288569
75	0.000844	0.000700	-117.264212
76	0.000700	0.000560	-117.238905
77	0.000560	0.000434	-117.213753
78	0.000434	0.000329	-117.189576
79	0.000329	0.000244	-117.166940
80	0.000244	0.000179	-117.146200
81	0.000179	0.000129	-117.127537
82	0.000129	0.000092	-117.110997
83	0.000092	0.000065	-117.096526
84	0.000065	0.000045	-117.084003
85	0.000045	0.000031	-117.073265
86	0.000031	0.000022	-117.064129
87	0.000022	0.000015	-117.056407
88	0.000015	0.000010	-117.049915
89	0.000010	0.000007	-117.044484
90	0.000007	0.000005	-117.039956
91	0.000005	0.000003	-117.036193
92	0.000003	0.000002	-117.033075
93	0.000002	0.000001	-117.030497
94	0.000001	0.000001	-117.028368
95	0.000001	0.000001	-117.026613
96	0.000001	0.000000	-117.025169
97	0.000000	0.000000	-117.023980
98	0.000000	0.000000	-117.023004
99	0.000000	0.000000	-117.022202
REMLE (delta=0.010407, REML=-81.147071, REML0=-117.018553)- elapsed CPU time is 0.013800
eigen_L - elapsed CPU time is 0.049953


Reading TPED file /mnt/data/shahar/gwas_barley/morexV3_analysis/USED_GWAS_V2_pipeline/intermediates/morexV3_gwas_genotypes...

Reading 0-th SNP and testing association....

Reading 10000-th SNP and testing association....

Reading 20000-th SNP and testing association....

Reading 30000-th SNP and testing association....

Reading 40000-th SNP and testing association....

Reading 50000-th SNP and testing association....

Reading 60000-th SNP and testing association....

Reading 70000-th SNP and testing association....

Reading 80000-th SNP and testing association....

Reading 90000-th SNP and testing association....

Reading 100000-th SNP and testing association....

Reading 110000-th SNP and testing association....

Reading 120000-th SNP and testing association....

Reading 130000-th SNP and testing association....

Reading 140000-th SNP and testing association....

Reading 150000-th SNP and testing association....

Reading 160000-th SNP and testing association....

Reading 170000-th SNP and testing association....

Reading 180000-th SNP and testing association....

Reading 190000-th SNP and testing association....

Reading 200000-th SNP and testing association....

Reading 210000-th SNP and testing association....

Reading 220000-th SNP and testing association....

Reading 230000-th SNP and testing association....

Reading 240000-th SNP and testing association....

Reading 250000-th SNP and testing association....

Reading 260000-th SNP and testing association....

Reading 270000-th SNP and testing association....

Reading 280000-th SNP and testing association....

Reading 290000-th SNP and testing association....

Reading 300000-th SNP and testing association....

Reading 310000-th SNP and testing association....

Reading 320000-th SNP and testing association....

Reading 330000-th SNP and testing association....

Reading 340000-th SNP and testing association....

Reading 350000-th SNP and testing association....

Reading 360000-th SNP and testing association....

Reading 370000-th SNP and testing association....

Reading 380000-th SNP and testing association....

Reading 390000-th SNP and testing association....

Reading 400000-th SNP and testing association....

Reading 410000-th SNP and testing association....

Reading 420000-th SNP and testing association....

Reading 430000-th SNP and testing association....

Reading 440000-th SNP and testing association....

Reading 450000-th SNP and testing association....

Reading 460000-th SNP and testing association....

Reading 470000-th SNP and testing association....

Reading 480000-th SNP and testing association....

Reading 490000-th SNP and testing association....

Reading 500000-th SNP and testing association....

Reading 510000-th SNP and testing association....

Reading 520000-th SNP and testing association....

Reading 530000-th SNP and testing association....

Reading 540000-th SNP and testing association....

Reading 550000-th SNP and testing association....

Reading 560000-th SNP and testing association....

Reading 570000-th SNP and testing association....

Reading 580000-th SNP and testing association....

Reading 590000-th SNP and testing association....

Reading 600000-th SNP and testing association....

Reading 610000-th SNP and testing association....

Reading 620000-th SNP and testing association....

Reading 630000-th SNP and testing association....

Reading 640000-th SNP and testing association....

Reading 650000-th SNP and testing association....

Reading 660000-th SNP and testing association....

Reading 670000-th SNP and testing association....

Reading 680000-th SNP and testing association....

Reading 690000-th SNP and testing association....

Reading 700000-th SNP and testing association....

Reading 710000-th SNP and testing association....

Reading 720000-th SNP and testing association....

Reading 730000-th SNP and testing association....

Reading 740000-th SNP and testing association....

Reading 750000-th SNP and testing association....

Reading 760000-th SNP and testing association....

Reading 770000-th SNP and testing association....

Reading 780000-th SNP and testing association....

Reading 790000-th SNP and testing association....

Reading 800000-th SNP and testing association....

Reading 810000-th SNP and testing association....

Reading 820000-th SNP and testing association....

Reading 830000-th SNP and testing association....

Reading 840000-th SNP and testing association....

Reading 850000-th SNP and testing association....

Reading 860000-th SNP and testing association....

Reading 870000-th SNP and testing association....

Reading 880000-th SNP and testing association....

Reading 890000-th SNP and testing association....

Reading 900000-th SNP and testing association....

Reading 910000-th SNP and testing association....

Reading 920000-th SNP and testing association....

Reading 930000-th SNP and testing association....

Reading 940000-th SNP and testing association....

Reading 950000-th SNP and testing association....

Reading 960000-th SNP and testing association....

Reading 970000-th SNP and testing association....

Reading 980000-th SNP and testing association....

Reading 990000-th SNP and testing association....

Reading 1000000-th SNP and testing association....

Reading 1010000-th SNP and testing association....

Reading 1020000-th SNP and testing association....

Reading 1030000-th SNP and testing association....

Reading 1040000-th SNP and testing association....

Reading 1050000-th SNP and testing association....

Reading 1060000-th SNP and testing association....

Reading 1070000-th SNP and testing association....

Reading 1080000-th SNP and testing association....

Reading 1090000-th SNP and testing association....

Reading 1100000-th SNP and testing association....

Reading 1110000-th SNP and testing association....

Reading 1120000-th SNP and testing association....

Reading 1130000-th SNP and testing association....

Reading 1140000-th SNP and testing association....

Reading 1150000-th SNP and testing association....

Reading 1160000-th SNP and testing association....

Reading 1170000-th SNP and testing association....

Reading 1180000-th SNP and testing association....

Reading 1190000-th SNP and testing association....

Reading 1200000-th SNP and testing association....

Reading 1210000-th SNP and testing association....

Reading 1220000-th SNP and testing association....

Reading 1230000-th SNP and testing association....

Reading 1240000-th SNP and testing association....

Reading 1250000-th SNP and testing association....

Reading 1260000-th SNP and testing association....

Reading 1270000-th SNP and testing association....

Reading 1280000-th SNP and testing association....

Reading 1290000-th SNP and testing association....

Reading 1300000-th SNP and testing association....

Reading 1310000-th SNP and testing association....

Reading 1320000-th SNP and testing association....

Reading 1330000-th SNP and testing association....

Reading 1340000-th SNP and testing association....

Reading 1350000-th SNP and testing association....

Reading 1360000-th SNP and testing association....

Reading 1370000-th SNP and testing association....

Reading 1380000-th SNP and testing association....

Reading 1390000-th SNP and testing association....

Reading 1400000-th SNP and testing association....

Reading 1410000-th SNP and testing association....

Reading 1420000-th SNP and testing association....

Reading 1430000-th SNP and testing association....

Reading 1440000-th SNP and testing association....

Reading 1450000-th SNP and testing association....

Reading 1460000-th SNP and testing association....

Reading 1470000-th SNP and testing association....

Reading 1480000-th SNP and testing association....

Reading 1490000-th SNP and testing association....

Reading 1500000-th SNP and testing association....

Reading 1510000-th SNP and testing association....

Reading 1520000-th SNP and testing association....

Reading 1530000-th SNP and testing association....

Reading 1540000-th SNP and testing association....

Reading 1550000-th SNP and testing association....

Reading 1560000-th SNP and testing association....

Reading 1570000-th SNP and testing association....

Reading 1580000-th SNP and testing association....

Reading 1590000-th SNP and testing association....

Reading 1600000-th SNP and testing association....

Reading 1610000-th SNP and testing association....

Reading 1620000-th SNP and testing association....

Reading 1630000-th SNP and testing association....

Reading 1640000-th SNP and testing association....

Reading 1650000-th SNP and testing association....

Reading 1660000-th SNP and testing association....

Reading 1670000-th SNP and testing association....

Reading 1680000-th SNP and testing association....

Reading 1690000-th SNP and testing association....

Reading 1700000-th SNP and testing association....

Reading 1710000-th SNP and testing association....

Reading 1720000-th SNP and testing association....

Reading 1730000-th SNP and testing association....

Reading 1740000-th SNP and testing association....

Reading 1750000-th SNP and testing association....

Reading 1760000-th SNP and testing association....

Reading 1770000-th SNP and testing association....

Reading 1780000-th SNP and testing association....

Reading 1790000-th SNP and testing association....

Reading 1800000-th SNP and testing association....

Reading 1810000-th SNP and testing association....

Reading 1820000-th SNP and testing association....

Reading 1830000-th SNP and testing association....

Reading 1840000-th SNP and testing association....

Reading 1850000-th SNP and testing association....

Reading 1860000-th SNP and testing association....

Reading 1870000-th SNP and testing association....

Reading 1880000-th SNP and testing association....

Reading 1890000-th SNP and testing association....

Reading 1900000-th SNP and testing association....

Reading 1910000-th SNP and testing association....

Reading 1920000-th SNP and testing association....

Reading 1930000-th SNP and testing association....

Reading 1940000-th SNP and testing association....

Reading 1950000-th SNP and testing association....

Reading 1960000-th SNP and testing association....

