HvGlb2_EII	HORVU.MOREX.r3.7HG0750120.1	99.679	312	100	0.0	632
HvGlb2_EII	HORVU.MOREX.r3.1HG0059470.1	91.346	312	100	0.0	545
HvGlb2_EII	HORVU.MOREX.r3.3HG0319130.1	63.107	309	98	2.63e-125	361
HvGlb2_EII	HORVU.MOREX.r3.3HG0318990.1	63.107	309	98	3.77e-125	360
HvGlb2_EII	HORVU.MOREX.r3.3HG0318610.1	52.366	317	100	2.40e-108	318
HvGlb2_EII	HORVU.MOREX.r3.3HG0318820.1	52.381	315	100	5.93e-108	318
HvGlb2_EII	HORVU.MOREX.r3.3HG0318620.1	52.848	316	99	1.67e-103	306
HvGlb2_EII	HORVU.MOREX.r3.3HG0318900.1	51.250	320	100	6.76e-103	305
HvGlb2_EII	HORVU.MOREX.r3.3HG0319280.1	50.158	317	100	1.28e-99	298
HvGlb2_EII	HORVU.MOREX.r3.3HG0319100.1	51.582	316	100	2.38e-96	288
